pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
37316858,,"Assessing real-world gait with digital technology? Validation, insights and recommendations from the Mobilise-D consortium.",J Neuroeng Rehabil,2023,20,1,78,10.1186/s12984-023-01198-5,,,,,2023-06-14T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37316858,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33087025,,Nanomedicine against Alzheimer's and Parkinson's Disease.,Curr Pharm Des,2021,27,12,1507-1545,10.2174/1381612826666201021140904,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33087025,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
32164865,,Industrial perspectives on brain-computer interface technology.,Handb Clin Neurol,2020,168,,341-352,10.1016/B978-0-444-63934-9.00025-1,,,,,2020-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32164865,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
27400763,,Innovations in deep brain stimulation methodology.,Mov Disord,2017,32,1,11-19,10.1002/mds.26703,,,,,2017-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/27400763,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
24262179,,Deep brain stimulation: new techniques.,Parkinsonism Relat Disord,2014,20 Suppl 1,,S192-6,10.1016/S1353-8020(13)70045-2,,,,,2014-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/24262179,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
24930934,,Could deep brain stimulation help with driving for patients with Parkinson's?,Expert Rev Med Devices,2014,11,5,427-9,10.1586/17434440.2014.929495,,,,,2014-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/24930934,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
38087362,,"Evidence of brain target engagement in Parkinson's disease and multiple sclerosis by the investigational nanomedicine, CNM-Au8, in the REPAIR phase 2 clinical trials.",J Nanobiotechnology,2023,21,1,478,10.1186/s12951-023-02236-z,,,,,2023-12-13T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38087362,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39143345,,Machine learning and wearable sensors for automated Parkinson's disease diagnosis aid: a systematic review.,J Neurol,2024,271,10,6452-6470,10.1007/s00415-024-12611-x,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39143345,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
36134756,,Deep brain stimulation of the subthalamic nucleus for epilepsy.,Acta Neurol Scand,2022,146,6,798-804,10.1111/ane.13707,,,,,2022-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36134756,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
27125836,,Technology in Parkinson's disease: Challenges and opportunities.,Mov Disord,2016,31,9,1272-82,10.1002/mds.26642,,,,,2016-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/27125836,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
38037124,,Neuronal and synaptic adaptations underlying the benefits of deep brain stimulation for Parkinson's disease.,Transl Neurodegener,2023,12,1,55,10.1186/s40035-023-00390-w,,,,,2023-11-30T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38037124,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39433562,,BMI and deep brain stimulation: A comprehensive review and future directions with AI integration.,Neurosurg Rev,2024,47,1,808,10.1007/s10143-024-03041-4,,,,,2024-10-21T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39433562,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35972090,,Robot-Assisted Deep Brain Stimulation: High Accuracy and Streamlined Workflow.,Oper Neurosurg,2022,23,3,254-260,10.1227/ons.0000000000000298,,,,,2022-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35972090,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
28966978,,Subthalamic Nucleus Deep Brain Stimulation: Basic Concepts and Novel Perspectives.,eNeuro,2017,4,5,,10.1523/ENEURO.0140-17.2017,,,,,2017-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/28966978,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33660110,,"Digital Technology in Movement Disorders: Updates, Applications, and Challenges.",Curr Neurol Neurosci Rep,2021,21,4,16,10.1007/s11910-021-01101-6,,,,,2021-03-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33660110,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35568311,,Neuronal oscillations predict deep brain stimulation outcome in Parkinson's disease.,Brain Stimul,2022,15,3,792-802,10.1016/j.brs.2022.05.008,,,,,2022-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35568311,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35838898,,Advances in DBS Technology and Novel Applications: Focus on Movement Disorders.,Curr Neurol Neurosci Rep,2022,22,9,577-588,10.1007/s11910-022-01221-7,,,,,2022-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35838898,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33612498,,Using Technology to Reshape Clinical Care and Research in Parkinson's Disease.,J Parkinsons Dis,2021,11,s1,S1-S3,10.3233/JPD-219002,,,,,2021-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33612498,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39236299,,Innovative technology-based interventions in Parkinson's disease: A systematic review and meta-analysis.,Ann Clin Transl Neurol,2024,11,10,2548-2562,10.1002/acn3.52160,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39236299,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
37530789,,Machine learning for adaptive deep brain stimulation in Parkinson's disease: closing the loop.,J Neurol,2023,270,11,5313-5326,10.1007/s00415-023-11873-1,,,,,2023-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37530789,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
29570862,,Medical and surgical management of advanced Parkinson's disease.,Mov Disord,2018,33,6,900-908,10.1002/mds.27340,,,,,2018-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29570862,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
34261338,,Neurophysiological biomarkers to optimize deep brain stimulation in movement disorders.,Neurodegener Dis Manag,2021,11,4,315-328,10.2217/nmt-2021-0002,,,,,2021-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34261338,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
28222539,,Technologies Assessing Limb Bradykinesia in Parkinson's Disease.,J Parkinsons Dis,2017,7,1,65-77,10.3233/JPD-160878,,,,,2017-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/28222539,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
35413446,,Subthalamic and pallidal stimulation in Parkinson's disease induce distinct brain topological reconstruction.,Neuroimage,2022,255,,119196,10.1016/j.neuroimage.2022.119196,,,,,2022-07-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/35413446,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
32937225,,Digital phenotyping in Parkinson's disease: Empowering neurologists for measurement-based care.,Parkinsonism Relat Disord,2020,80,,35-40,10.1016/j.parkreldis.2020.08.038,,,,,2020-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/32937225,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
30357911,,An update on adaptive deep brain stimulation in Parkinson's disease.,Mov Disord,2018,33,12,1834-1843,10.1002/mds.115,,,,,2018-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/30357911,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
27349658,,Current Topics in Deep Brain Stimulation for Parkinson Disease.,Neurol Med Chir (Tokyo),2016,56,10,613-625,10.2176/nmc.ra.2016-0021,,,,,2016-10-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/27349658,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
33568548,,Machine Learning-Based Automatic Rating for Cardinal Symptoms of Parkinson Disease.,Neurology,2021,96,13,e1761-e1769,10.1212/WNL.0000000000011654,,,,,2021-03-30T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/33568548,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
34329566,,"Deep brain stimulation programming strategies: segmented leads, independent current sources, and future technology.",Expert Rev Med Devices,2021,18,9,875-891,10.1080/17434440.2021.1962286,,,,,2021-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34329566,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
39056611,,Non-Invasive Brain Sensing Technologies for Modulation of Neurological Disorders.,Biosensors (Basel),2024,14,7,,10.3390/bios14070335,,,,,2024-07-09T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39056611,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
26608605,,High Frequency Deep Brain Stimulation and Neural Rhythms in Parkinson's Disease.,Neuropsychol Rev,2015,25,4,384-97,10.1007/s11065-015-9308-7,,,,,2015-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/26608605,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
38940083,,Deep Brain Stimulation Mechanisms in Parkinson's Disease: Immediate and Long-Term Effects.,J Integr Neurosci,2024,23,6,114,10.31083/j.jin2306114,,,,,2024-06-13T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38940083,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
34100885,,Robots Induce Parkinson Disease Hallucinations.,JAMA,2021,325,22,2243,10.1001/jama.2021.8625,,,,,2021-06-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34100885,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
23698887,,Authenticity and autonomy in deep-brain stimulation.,J Med Ethics,2014,40,8,563-6,10.1136/medethics-2013-101419,,,,,2014-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/23698887,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
34984729,,Parkinson Disease and Subthalamic Nucleus Deep Brain Stimulation: Cognitive Effects in GBA Mutation Carriers.,Ann Neurol,2022,91,3,424-435,10.1002/ana.26302,,,,,2022-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34984729,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
28497305,,Deep Brain Stimulation Emergencies: How the New Technologies Could Modify the Current Scenario.,Curr Neurol Neurosci Rep,2017,17,7,51,10.1007/s11910-017-0761-y,,,,,2017-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/28497305,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
29334043,,A Tribute to James Parkinson.,Can J Neurol Sci,2018,45,1,83-89,10.1017/cjn.2017.270,,,,,2018-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/29334043,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
37183475,,Treatment of Parkinson's Disease: Current Treatments and Recent Therapeutic Developments.,Curr Drug Discov Technol,2023,20,5,e120523216834,10.2174/1570163820666230512100340,,,,,2023-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37183475,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2014:2025[dp]) AND humans[MeSH Terms]"
