pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url
38395126,,Microfluidics as diagnostic tools.,Clin Chim Acta,2024,556,,117841,10.1016/j.cca.2024.117841,,,,,2024-03-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38395126
40543907,,AI-driven discovery of brain-penetrant Galectin-3 inhibitors for Alzheimer's disease therapy.,Pharmacol Res,2025,218,,107834,10.1016/j.phrs.2025.107834,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40543907
39730451,,Interpretable machine learning-driven biomarker identification and validation for Alzheimer's disease.,Sci Rep,2024,14,1,30770,10.1038/s41598-024-80401-6,,,,,2024-12-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39730451
39596030,,Haploinsufficiency and Alzheimer's Disease: The Possible Pathogenic and Protective Genetic Factors.,Int J Mol Sci,2024,25,22,,10.3390/ijms252211959,,,,,2024-11-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39596030
39682713,,Use of Artificial Intelligence in Imaging Dementia.,Cells,2024,13,23,,10.3390/cells13231965,,,,,2024-11-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39682713
40356024,,Early detection of Alzheimer's disease using deep learning methods.,Alzheimers Dement,2025,21,5,e70175,10.1002/alz.70175,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40356024
39496112,,Chemical-Driven Amyloid Clearance for Therapeutics and Diagnostics of Alzheimer's Disease.,Acc Chem Res,2024,57,22,3266-3276,10.1021/acs.accounts.4c00458,,,,,2024-11-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39496112
39497307,,Involvement of inflammasomes in the pathogenesis of Alzheimer's disease.,J Alzheimers Dis,2024,102,1,11-29,10.1177/13872877241283677,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39497307
38788078,,How to Cure Alzheimer's Disease.,J Alzheimers Dis,2024,99,4,1221-1223,10.3233/JAD-240231,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38788078
39273645,,Alzheimer's Disease Pathology and Assistive Nanotheranostic Approaches for Its Therapeutic Interventions.,Int J Mol Sci,2024,25,17,,10.3390/ijms25179690,,,,,2024-09-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39273645
39468028,,The link between amyloid β and ferroptosis pathway in Alzheimer's disease progression.,Cell Death Dis,2024,15,10,782,10.1038/s41419-024-07152-0,,,,,2024-10-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39468028
38509587,,Ultrasensitive and Multiple Biomarker Discrimination for Alzheimer's Disease via Plasmonic & Microfluidic Sensing Technologies.,Adv Sci (Weinh),2024,11,24,e2308783,10.1002/advs.202308783,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38509587
39978053,,Alpha rhythm and Alzheimer's disease: Has Hans Berger's dream come true?,Clin Neurophysiol,2025,172,,33-50,10.1016/j.clinph.2025.02.256,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39978053
40739944,,Alzheimer's Disease: Treatment Challenges for the Future.,J Neurochem,2025,169,8,e70176,10.1111/jnc.70176,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40739944
38110590,,The effect of aperiodic components in distinguishing Alzheimer's disease from frontotemporal dementia.,Geroscience,2024,46,1,751-768,10.1007/s11357-023-01041-8,,,,,2024-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38110590
40386988,,Uncovering stage-specific neural and molecular progression in Alzheimer's disease: Implications for early screening.,Alzheimers Dement,2025,21,5,e70182,10.1002/alz.70182,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40386988
39197720,,Current Developments in Alzheimer's Disease.,Am J Med,2025,138,1,15-20,10.1016/j.amjmed.2024.08.019,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39197720
39443183,,"Now and future: Strategies for diagnosis, prevention and therapies for Alzheimer's disease.",Sci Bull (Beijing),2024,69,23,3777-3784,10.1016/j.scib.2024.09.042,,,,,2024-12-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39443183
39353434,,A tau dephosphorylation-targeting chimeraselectively recruits protein phosphatase-1 to ameliorate Alzheimer's disease and tauopathies.,Cell Chem Biol,2024,31,10,1787-1799.e6,10.1016/j.chembiol.2024.09.003,,,,,2024-10-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39353434
38828195,,Brain Targeting Nanomedicines: Pitfalls and Promise.,Int J Nanomedicine,2024,19,,4857-4875,10.2147/IJN.S454553,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38828195
40997839,,Treatment for Alzheimer's disease.,Lancet,2025,406,10510,1408-1423,10.1016/S0140-6736(25)01329-7,,,,,2025-09-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40997839
39235983,,AMPA receptors in Alzheimer disease: Pathological changes and potential therapeutic targets.,J Neuropathol Exp Neurol,2024,83,11,895-906,10.1093/jnen/nlae093,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39235983
38862019,,Beyond amyloid and tau: rethinking Alzheimer's disease through less explored avenues.,Open Biol,2024,14,6,240035,10.1098/rsob.240035,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38862019
39255800,,Fluid biomarkers in the context of amyloid-targeting disease-modifying treatments in Alzheimer's disease.,Med,2024,5,10,1206-1226,10.1016/j.medj.2024.08.004,,,,,2024-10-11T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39255800
40076709,,Machine Learning Methods for Classifying Multiple Sclerosis and Alzheimer's Disease Using Genomic Data.,Int J Mol Sci,2025,26,5,,10.3390/ijms26052085,,,,,2025-02-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40076709
38840390,,Artificial Intelligence in Eye Movements Analysis for Alzheimer's Disease Early Diagnosis.,Curr Alzheimer Res,2024,21,3,155-165,10.2174/0115672050322607240529075641,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38840390
39504636,,Therapeutic role of NLRP3 inflammasome inhibitors against Alzheimer's disease.,Bioorg Chem,2024,153,,107912,10.1016/j.bioorg.2024.107912,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39504636
38217599,,Single Cell Sequencing Technology and Its Application in Alzheimer's Disease.,J Alzheimers Dis,2024,97,3,1033-1050,10.3233/JAD-230861,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38217599
39875978,,Alzheimer's disease: an integrative bioinformatics and machine learning analysis reveals glutamine metabolism-associated gene biomarkers.,BMC Pharmacol Toxicol,2025,26,1,19,10.1186/s40360-025-00852-z,,,,,2025-01-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39875978
38475108,,Machine Learning and Digital Biomarkers Can Detect Early Stages of Neurodegenerative Diseases.,Sensors (Basel),2024,24,5,,10.3390/s24051572,,,,,2024-02-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38475108
40393205,,Anti-Amyloid Agents: A Self-Fulfilling prophecy.,J Clin Neurosci,2025,137,,111338,10.1016/j.jocn.2025.111338,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40393205
38570083,,"Memory circuits in dementia: The engram, hippocampal neurogenesis and Alzheimer's disease.",Prog Neurobiol,2024,236,,102601,10.1016/j.pneurobio.2024.102601,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38570083
40434641,,Nanoimmunomodulation of the Aβ-STING feedback machinery in microglia for Alzheimer's disease treatment.,Proc Natl Acad Sci U S A,2025,122,22,e2427257122,10.1073/pnas.2427257122,,,,,2025-06-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40434641
40441366,,AI-assisted multi-OMICS analysis reveals new markers for the prediction of AD.,Biochim Biophys Acta Mol Basis Dis,2025,1871,7,167925,10.1016/j.bbadis.2025.167925,,,,,2025-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40441366
38281208,,Converged avenues: depression and Alzheimer's disease- shared pathophysiology and novel therapeutics.,Mol Biol Rep,2024,51,1,225,10.1007/s11033-023-09170-1,,,,,2024-01-28T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38281208
39238036,,"A novel PDHK inhibitor restored cognitive dysfunction and limited neurodegeneration without affecting amyloid pathology in 5xFAD mouse, a model of Alzheimer's disease.",Alzheimers Res Ther,2024,16,1,197,10.1186/s13195-024-01552-2,,,,,2024-09-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39238036
39559890,,Acoustic Speech Analysis in Alzheimer's Disease: A Systematic Review and Meta-Analysis.,J Prev Alzheimers Dis,2024,11,6,1789-1797,10.14283/jpad.2024.132,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39559890
38358524,,Retinal imaging and Alzheimer's disease: a future powered by Artificial Intelligence.,Graefes Arch Clin Exp Ophthalmol,2024,262,8,2389-2401,10.1007/s00417-024-06394-0,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38358524
39204887,,Feature-Based Classification of Mild Cognitive Impairment and Alzheimer's Disease Based on Optical Coherence Tomographic Angiographic Image.,Sensors (Basel),2024,24,16,,10.3390/s24165192,,,,,2024-08-11T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39204887
39460138,,Artificial General Intelligence for the Detection of Neurodegenerative Disorders.,Sensors (Basel),2024,24,20,,10.3390/s24206658,,,,,2024-10-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39460138
39625718,,Recent Progress in Nanomedicine for the Diagnosis and Treatment of Alzheimer's Diseases.,ACS Nano,2024,18,50,33792-33826,10.1021/acsnano.4c11966,,,,,2024-12-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39625718
40097131,,Exploring Alzheimer's disease treatment: Established therapies and novel strategies for future care.,Eur J Pharmacol,2025,998,,177520,10.1016/j.ejphar.2025.177520,,,,,2025-07-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40097131
39213023,,Evaluation of Digital Mental Health Technologies in the United States: Systematic Literature Review and Framework Synthesis.,JMIR Ment Health,2024,11,,e57401,10.2196/57401,,,,,2024-08-30T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39213023
39013601,,Somatostatin: Linking Cognition and Alzheimer Disease to Therapeutic Targeting.,Pharmacol Rev,2024,76,6,1291-1325,10.1124/pharmrev.124.001117,,,,,2024-10-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39013601
40935375,,[Digital Technologies for Enhancing Dementia Screening].,Brain Nerve,2025,77,9,981-985,10.11477/mf.188160960770090981,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40935375
40607399,,Decoding neuroinflammation in Alzheimer's disease: a multi-omics and AI-driven perspective for precision medicine.,Front Immunol,2025,16,,1616899,10.3389/fimmu.2025.1616899,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40607399
38191034,,Nanotechnology in the diagnostic and therapy for Alzheimer's disease.,Biochim Biophys Acta Gen Subj,2024,1868,3,130559,10.1016/j.bbagen.2024.130559,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38191034
39928936,,Use of Digital Health Technologies for Dementia Care: Bibliometric Analysis and Report.,JMIR Ment Health,2025,12,,e64445,10.2196/64445,,,,,2025-02-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39928936
38324244,,Artificial Intelligence and Technology Collaboratories: Innovating aging research and Alzheimer's care.,Alzheimers Dement,2024,20,4,3074-3079,10.1002/alz.13710,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38324244
39073196,,Neurometabolic topography and associations with cognition in Alzheimer's disease: A whole-brain high-resolution 3D MRSI study.,Alzheimers Dement,2024,20,9,6407-6422,10.1002/alz.14137,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39073196
39683904,,"Glutamate: Molecular Mechanisms and Signaling Pathway in Alzheimer's Disease, a Potential Therapeutic Target.",Molecules,2024,29,23,,10.3390/molecules29235744,,,,,2024-12-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39683904
38325214,,A hybrid multimodal machine learning model for Detecting Alzheimer's disease.,Comput Biol Med,2024,170,,108035,10.1016/j.compbiomed.2024.108035,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38325214
39988783,,Internet of Medical Things (IoMT) for Alzheimer Patient's Outcome.,CNS Neurol Disord Drug Targets,2025,24,7,491-493,10.2174/0118715273371149250218081425,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39988783
38566385,,Recent Advances in the Treatment and Management of Alzheimer's Disease: A Precision Medicine Perspective.,Curr Top Med Chem,2024,24,19,1699-1737,10.2174/0115680266299847240328045737,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38566385
37138478,,Emerging Nanotechnology for the Treatment of Alzheimer's Disease.,CNS Neurol Disord Drug Targets,2024,23,6,687-696,10.2174/1871527322666230501232815,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37138478
38986845,,Exploring advancements in early detection of Alzheimer's disease with molecular assays and animal models.,Ageing Res Rev,2024,100,,102411,10.1016/j.arr.2024.102411,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38986845
39775791,,Genome-wide association neural networks identify genes linked to family history of Alzheimer's disease.,Brief Bioinform,2024,26,1,,10.1093/bib/bbae704,,,,,2024-11-22T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39775791
38437014,,Patient and Public Involvement in Technology-Related Dementia Research: Scoping Review.,JMIR Aging,2024,7,,e48292,10.2196/48292,,,,,2024-03-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38437014
39908690,,Clinical trials targeting tau should be halted.,J Clin Neurosci,2025,134,,111101,10.1016/j.jocn.2025.111101,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39908690
38868886,,Neuroimaging for Early Diagnosis of Alzheimer's Disease: a Review.,Clin Lab,2024,70,6,,10.7754/Clin.Lab.2023.231141,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38868886
39400101,,Ocular Biomarkers in Alzheimer's Disease: Insights into Early Detection Through Eye-Based Diagnostics - A Literature Review.,Clin Ter,2024,175,5,352-361,10.7417/CT.2024.5125,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39400101
38849023,,Carbon dots as dual inhibitors of tau and amyloid-beta aggregation for the treatment of Alzheimer's disease.,Acta Biomater,2024,183,,341-355,10.1016/j.actbio.2024.06.001,,,,,2024-07-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38849023
38189749,,Machine Learning-Derived MRI-Based Neurodegeneration Biomarker for Alzheimer's Disease: A Multi-Database Validation Study.,J Alzheimers Dis,2024,97,2,883-893,10.3233/JAD-230574,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38189749
39965994,,Utilization of precision medicine digital twins for drug discovery in Alzheimer's disease.,Neurotherapeutics,2025,22,3,e00553,10.1016/j.neurot.2025.e00553,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39965994
40320112,,Research progress of cell senescence in Alzheimer's disease: mechanisms and therapy.,Eur J Pharmacol,2025,1002,,177697,10.1016/j.ejphar.2025.177697,,,,,2025-09-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40320112
40725224,,Alzheimer's Disease Etiology Hypotheses and Therapeutic Strategies: A Perspective.,Int J Mol Sci,2025,26,14,,10.3390/ijms26146980,,,,,2025-07-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40725224
40039162,,The Development of an Alzheimer's Diagnostic Sensor and Algorithm using Microsaccades Biomarkers.,Annu Int Conf IEEE Eng Med Biol Soc,2024,2024,,1-4,10.1109/EMBC53108.2024.10781816,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40039162
38175857,,Role of Artificial Intelligence in Multinomial Decisions and Preventative Nutrition in Alzheimer's Disease.,Mol Nutr Food Res,2024,68,13,e2300605,10.1002/mnfr.202300605,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38175857
39764651,,"Blood plasma proteomic markers of Alzheimer's disease, current status and application prospects.",Expert Rev Proteomics,2025,22,1,11-18,10.1080/14789450.2025.2450804,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39764651
38101185,,Neurodiagnostic and neurotherapeutic potential of graphene nanomaterials.,Biosens Bioelectron,2024,247,,115906,10.1016/j.bios.2023.115906,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38101185
39893357,,"""Advances in biomarker discovery and diagnostics for alzheimer's disease"".",Neurol Sci,2025,46,6,2419-2436,10.1007/s10072-025-08023-y,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39893357
38565072,,Socially Assistive Robots for patients with Alzheimer's Disease: A scoping review.,Arch Gerontol Geriatr,2024,123,,105409,10.1016/j.archger.2024.105409,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38565072
39408961,,Intrathecal Immunoselective Nanopheresis for Alzheimer's Disease: What and How? Why and When?,Int J Mol Sci,2024,25,19,,10.3390/ijms251910632,,,,,2024-10-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39408961
40616179,,Machine-learning based strategy identifies a robust protein biomarker panel for Alzheimer's disease in cerebrospinal fluid.,Alzheimers Res Ther,2025,17,1,147,10.1186/s13195-025-01789-5,,,,,2025-07-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40616179
39563218,,Unraveling the Mysteries of Alzheimer's Disease Using Artificial Intelligence.,Rev Recent Clin Trials,2025,20,2,124-141,10.2174/0115748871330861241030143321,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39563218
40260242,,NLRP3 inflammasome in Alzheimer's disease: molecular mechanisms and emerging therapies.,Front Immunol,2025,16,,1583886,10.3389/fimmu.2025.1583886,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40260242
40220257,,The future of Alzheimer's disease risk prediction: a systematic review.,Neurol Sci,2025,46,8,3377-3390,10.1007/s10072-025-08167-x,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40220257
38816674,,Role of PIM Kinase Inhibitor in the Treatment of Alzheimer's Disease.,Mol Neurobiol,2024,61,12,10941-10955,10.1007/s12035-024-04257-7,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38816674
38219646,,Automating the analysis of eye movement for different neurodegenerative disorders.,Comput Biol Med,2024,170,,107951,10.1016/j.compbiomed.2024.107951,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38219646
39893084,,Identification and development of cGAS inhibitors and their uses to treat Alzheimer's disease.,Neurotherapeutics,2025,22,3,e00536,10.1016/j.neurot.2025.e00536,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39893084
40349564,,Advances in biosensors for diagnosis of Alzheimer's and Parkinson's diseases.,Biosens Bioelectron,2025,284,,117535,10.1016/j.bios.2025.117535,,,,,2025-09-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40349564
40551529,,Management of Alzheimer's Disease With Nanotechnological Interventions and Novel Therapeutics.,Drug Dev Res,2025,86,5,e70120,10.1002/ddr.70120,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40551529
39987324,,Identification of UBE2N as a biomarker of Alzheimer's disease by combining WGCNA with machine learning algorithms.,Sci Rep,2025,15,1,6479,10.1038/s41598-025-90578-z,,,,,2025-02-22T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39987324
40285380,,Developing digital health technologies for frontotemporal degeneration.,Alzheimers Dement,2025,21,4,e70082,10.1002/alz.70082,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40285380
39559917,,Counseling and disclosure practices in predictive Alzheimer's disease diagnostics: A scoping review.,Alzheimers Dement,2024,20,12,8910-8936,10.1002/alz.14365,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39559917
38530106,,Antineoplastics for treating Alzheimer's disease and dementia: Evidence from preclinical and observational studies.,Med Res Rev,2024,44,5,2078-2111,10.1002/med.22033,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38530106
40902465,,Artificial Intelligence for Alzheimer's disease diagnosis through T1-weighted MRI: A systematic review.,Comput Biol Med,2025,197,Pt A,111028,10.1016/j.compbiomed.2025.111028,,,,,2025-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40902465
39321523,,Unveiling the theranostic potential of SPIONs in Alzheimer's disease management.,J Psychiatr Res,2024,179,,244-256,10.1016/j.jpsychires.2024.09.022,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39321523
37272884,,Distinguishable features of spontaneous speech in Alzheimer's clinical syndrome and healthy controls.,Neuropsychol Dev Cogn B Aging Neuropsychol Cogn,2024,31,3,575-586,10.1080/13825585.2023.2221020,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37272884
39508340,,Technology that CARES: Enhancing dementia care through everyday technologies.,Alzheimers Dement,2024,20,12,8969-8978,10.1002/alz.14192,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39508340
38902368,,Deep Ensemble learning and quantum machine learning approach for Alzheimer's disease detection.,Sci Rep,2024,14,1,14196,10.1038/s41598-024-61452-1,,,,,2024-06-20T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38902368
39175901,,Automatic speech analysis for detecting cognitive decline of older adults.,Front Public Health,2024,12,,1417966,10.3389/fpubh.2024.1417966,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39175901
39771798,,Smart Driving Technology for Non-Invasive Detection of Age-Related Cognitive Decline.,Sensors (Basel),2024,24,24,,10.3390/s24248062,,,,,2024-12-18T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39771798
37515584,,Webcam-Based Eye-Tracking of Attentional Biases in Alzheimer's Disease: A Proof-Of-Concept Study.,Clin Gerontol,2024,47,1,98-109,10.1080/07317115.2023.2240783,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37515584
38591203,,Prominent Perspective on Existing Biological Hallmarks of Alzheimer's Disease.,Curr Top Med Chem,2024,24,13,1120-1133,10.2174/0115680266292514240404040341,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38591203
40053718,,"Use of Artificial Intelligence, Internet of Things, and Edge Intelligence in Long-Term Care for Older People: Comprehensive Analysis Through Bibliometric, Google Trends, and Content Analysis.",J Med Internet Res,2025,27,,e56692,10.2196/56692,,,,,2025-03-04T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40053718
39865315,,RADAR-AD: assessment of multiple remote monitoring technologies for early detection of Alzheimer's disease.,Alzheimers Res Ther,2025,17,1,29,10.1186/s13195-025-01675-0,,,,,2025-01-27T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39865315
40316832,,Role of mGluR7 in Alzheimer's disease: pathophysiological insights and therapeutic approaches.,Inflammopharmacology,2025,33,6,2977-2995,10.1007/s10787-025-01765-3,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40316832
