AUTHOR	TITLE	JOURNAL	LANGUANGE	DOCTYPE	KEYWORDS	ABSTRACT	AFFILIATION	DOI	PUBYEAR	PUBVOL	PUBISSUE	FPAGE	LPAGE	ARTNUMBER	PAGENUM
Cervantes, Breana; Ulatowski, Lynn	Vitamin E and Alzheimer’s Disease—Is It Time for Personalized Medicine?	Antioxidants	EN	Review	vitamin E; oxidative stress; Alzheimer’s disease; SNPs; personalized medicine	For the last two decades, it has been hotly debated whether vitamin E—the major lipid-soluble antioxidant, which functions to maintain neurological integrity—is efficacious as a therapy for Alzheimer’s disease. Several factors key to the debate, include (1) which of the eight naturally-occurring vitamin E forms should be used; (2) how combination treatments affect vitamin E efficacy; and (3) safety concerns that most-recently resurfaced after the results of the Selenium and vitamin E Cancer prevention trial SELECT prostate cancer trial. However, with the advent of new genetic technologies and identifications of vitamin E-modulating single nucleotide polymorphisms (SNPs), we propose that clinical trials addressing the question “Is vitamin E an effective treatment for Alzheimer’s disease” should consider a more focused and personalized medicine approach to designing experiments. An individual’s naturally-occurring SNP variants may indeed influence vitamin E’s therapeutic effect on Alzheimer’s disease.	Ursuline College, Pepper Pike, OH 44121, USA	10.3390/antiox6030045	2017	6	3	-	-	45	-
Kreowski, Hans-Jörg	Transhumanism and Nanotechnology—Will Old Myths Come True?	Proceedings	EN	Proceeding Paper	transhumanism; nanotechnology; mythology	A major goal of transhumanism is the transformation of human beings into posthuman ones by exploiting present and emerging technologies. Nanotechnology is considered as a promising candidate in this respect. Its objects of interest are molecular structures with their surface properties and their specific design as sensors and actuators in various environments including the human blood circulation, lung, brain, etc. In the mythologies all over the world one encounters the idea of super-natural strength, invulnerability, eternal youth, invisibility, invincibility, and immortality. Some proponents of transhumanism dream of a future in which all this will come true. And there are leading experts in nanotechnology who formulate quite similar aims and objectives of their area: the obligatory victory over Alzheimer disease and Parkinson disease, cleansing of wounds, blood, lung, brain enhancement, soldiers who fight without fear, managers who need no sleep to be able to work 24 h a day 7 days a week for their companies, magic hoods, and much more. In the presentation, I discussed the relation between transhumanism and nanotechnology and compile some reasons why old myths will not come true.	Computer Science Department, University of Bremen, P.O. Box 330440, 28334 Bremen, Germany	10.3390/IS4SI-2017-03965	2017	1	3	-	-	243	-
Chui, Kwok; Alhalabi, Wadee; Pang, Sally; Pablos, Patricia; Liu, Ryan; Zhao, Mingbo	Disease Diagnosis in Smart Healthcare: Innovation, Technologies and Applications	Sustainability	EN	Review	automation; computational intelligence; data analysis; data mining; disease diagnosis; healthcare; smart living; smart city; social progress; sustainability	To promote sustainable development, the smart city implies a global vision that merges artificial intelligence, big data, decision making, information and communication technology (ICT), and the internet-of-things (IoT). The ageing issue is an aspect that researchers, companies and government should devote efforts in developing smart healthcare innovative technology and applications. In this paper, the topic of disease diagnosis in smart healthcare is reviewed. Typical emerging optimization algorithms and machine learning algorithms are summarized. Evolutionary optimization, stochastic optimization and combinatorial optimization are covered. Owning to the fact that there are plenty of applications in healthcare, four applications in the field of diseases diagnosis (which also list in the top 10 causes of global death in 2015), namely cardiovascular diseases, diabetes mellitus, Alzheimer’s disease and other forms of dementia, and tuberculosis, are considered. In addition, challenges in the deployment of disease diagnosis in healthcare have been discussed.	Department of Electronic Engineering, City University of Hong Kong, Hong Kong, China	10.3390/su9122309	2017	9	12	-	-	2309	-
Keeling, Eloise; Lotery, Andrew; Tumbarello, David; Ratnayaka, J.	Impaired Cargo Clearance in the Retinal Pigment Epithelium (RPE) Underlies Irreversible Blinding Diseases	Cells	EN	Review	Retinal Pigment Epithelium (RPE); endosomes; phagosomes; lysosomes; autophagy; RPE cultures; Age-related Macular Degeneration (AMD)	Chronic degeneration of the Retinal Pigment Epithelium (RPE) is a precursor to pathological changes in the outer retina. The RPE monolayer, which lies beneath the neuroretina, daily internalises and digests large volumes of spent photoreceptor outer segments. Impaired cargo handling and processing in the endocytic/phagosome and autophagy pathways lead to the accumulation of lipofuscin and pyridinium bis-retinoid A2E aggregates and chemically modified compounds such as malondialdehyde and 4-hydroxynonenal within RPE. These contribute to increased proteolytic and oxidative stress, resulting in irreversible damage to post-mitotic RPE cells and development of blinding conditions such as age-related macular degeneration, Stargardt disease and choroideremia. Here, we review how impaired cargo handling in the RPE results in their dysfunction, discuss new findings from our laboratory and consider how newly discovered roles for lysosomes and the autophagy pathway could provide insights into retinopathies. Studies of these dynamic, molecular events have also been spurred on by recent advances in optics and imaging technology. Mechanisms underpinning lysosomal impairment in other degenerative conditions including storage disorders, α-synuclein pathologies and Alzheimer’s disease are also discussed. Collectively, these findings help transcend conventional understanding of these intracellular compartments as simple waste disposal bags to bring about a paradigm shift in the way lysosomes are perceived.	Clinical and Experimental Sciences, Faculty of Medicine, University of Southampton, MP806, Tremona Road, Southampton SO16 6YD, UK	10.3390/cells7020016	2018	7	2	-	-	16	-
Robinson-Agramonte, María; Pedre, Lourdes; Serrano-Barrera, Orlando	Neuroimmunology Research. A Report from the Cuban Network of Neuroimmunology	Behavioral Sciences	EN	Conference Report	neuroimmunology; neurodevelopmental disorders; neurodegenerative disorders; non-invasive brain stimulation; Alzheimer disease’s; Parkinson’s disease; autism; demyelinating disease; neuropsychology; ataxy	Neuroimmunology can be traced back to the XIX century through the descriptions of some of the disease’s models (e.g., multiple sclerosis and Guillain Barret syndrome, amongst others). The diagnostic tools are based in the cerebrospinal fluid (CSF) analysis developed by Quincke or in the development of neuroimmunotherapy with the earlier expression in Pasteur’s vaccine for rabies. Nevertheless, this field, which began to become delineated as an independent research area in the 1940s, has evolved as an innovative and integrative field at the shared edges of neurosciences, immunology, and related clinical and research areas, which are currently becoming a major concern for neuroscience and indeed for all of the scientific community linked to it. The workshop focused on several topics: (1) the molecular mechanisms of immunoregulation in health and neurological diseases, (like multiple sclerosis, autism, ataxias, epilepsy, Alzheimer and Parkinson’s disease); (2) the use of animal models for neurodegenerative diseases (ataxia, fronto-temporal dementia/amyotrophic lateral sclerosis, ataxia-telangiectasia); (3) the results of new interventional technologies in neurology, with a special interest in the implementation of surgical techniques and the management of drug-resistant temporal lobe epilepsy; (4) the use of non-invasive brain stimulation in neurodevelopmental disorders; as well as (5) the efficacy of neuroprotective molecules in neurodegenerative diseases. This paper summarizes the highlights of the symposium.	Neuroimmunology Laboratory, Immunochemical Department, International Center for Neurological Restoration, Ave 25 # 15805 b/w 158 and 160, Playa, Havana 11300, Cuba	10.3390/bs8050047	2018	8	5	-	-	47	-
Liu, Jingjing; Yang, Lingling; Dong, Yanhong; Zhang, Bo; Ma, Xueqin	Echinacoside, an Inestimable Natural Product in Treatment of Neurological and other Disorders	Molecules	EN	Review	echinacoside; preparation; pharmacokinetics; Parkinson’s disease; Alzheimer’s disease	Echinacoside (ECH), a natural phenylethanoid glycoside, was first isolated from Echinacea angustifolia DC. (Compositae) sixty years ago. It was found to possess numerous pharmacologically beneficial activities for human health, especially the neuroprotective and cardiovascular effects. Although ECH showed promising potential for treatment of Parkinson’s and Alzheimer’s diseases, some important issues arose. These included the identification of active metabolites as having poor bioavailability in prototype form, the definite molecular signal pathways or targets of ECH with the above effects, and limited reliable clinical trials. Thus, it remains unresolved as to whether scientific research can reasonably make use of this natural compound. A systematic summary and knowledge of future prospects are necessary to facilitate further studies for this natural product. The present review generalizes and analyzes the current knowledge on ECH, including its broad distribution, different preparation technologies, poor pharmacokinetics and kinds of therapeutic uses, and the future perspectives of its potential application.	Department of Pharmaceutical Analysis, School of Pharmacy, Ningxia Medical University, 1160 Shenli Street, Yinchuan 750004, China	10.3390/molecules23051213	2018	23	5	-	-	1213	-
Lin, You-Wei; Lin, Chi-Yi	An Interactive Real-Time Locating System Based on Bluetooth Low-Energy Beacon Network †	Sensors	EN	Article	Bluetooth low energy; location-based service; mesh network; internet of things	The ubiquity of Bluetooth-enabled smartphones and peripherals has brought tremendous convenience to our daily life. In recent years, Bluetooth beacons have also been gaining popularity in implementing a variety of innovative location-based services such as self-guided systems in exhibition centers. However, the broadcast-based beacon technology can only provide unidirectional communication. In case smartphone users would like to respond to the beacon messages, they have to rely on their own mobile Internet connections to send the information back to the backend system. Nevertheless, mobile Internet services may not be always available or too costly. In this work, we develop a real-time locating system based only on the Bluetooth low energy (BLE) technology to support interactive communications by combining the broadcast and mesh topology options to extend the applicability of beacon solutions. Specifically, we turn the smartphone into a beacon device and augment the beacon devices with the capability of forming a mesh network. The implementation result shows that our beacon devices can detect the presence of specific users at specific locations, and then the presence state can be sent to the application server via the relay of beacon devices. Moreover, the application server can send personalized location-based messages to the users, again via the relay of beacon devices. With the capability of relaying messages between the beacon devices, it would be convenient for developers to implement a variety of interactive applications such as tracking VIP customers at the airport, or tracking an elder with Alzheimer’s disease in the neighborhood.	Department of Computer Science and Information Engineering, Tamkang University, New Taipei City 25137, Taiwan	10.3390/s18051637	2018	18	5	-	-	1637	-
Castillo, Noelia; Pérez, Juan; Gómez-Sanz, Jorge	A Computational Approach to Improve the Gathering of Ambient Assisted Living Requirements	Proceedings	EN	Proceeding Paper	Ambient Intelligence; requirements	Recent publications focus on the importance of designing an Ambient Intelligence that can be sensitive to human values and responsible for its societal impact. Obtaining and properly modeling these requirements can be a challenging task. Co-creation and social sciences methods are frequently applied in order to discover what end-users need using methods such as field/case studies where interviews or focus group sessions are conducted. However, those methods can be limited. This paper introduces two complementary approaches, one using traditional semi-structured and in-depth interviews, and another one based on 3D simulation modeling. The context is a research project where interviews were conducted to caregivers of people with Alzheimer disease. When designing the solution, it is important to account what kind of technology the end-users are expecting and what scenarios need to be accounted. So, the paper first summarizes what technology this collective is seeking or willing to accept. Then it proceeds with a brief summary of one of the interviews. Following, it shows the process of transferring this information to actual 3D simulations and discusses the benefits of doing so in the context of Ambient Assisted Living.	Dep. Software Engineering and Artificial Intelligence, Complutense University of Madrid, 28040 Madrid, Spain	10.3390/proceedings2191246	2018	2	19	-	-	1246	-
Rebholz, Heike; Friedman, Eitan; Castello, Julia	Alterations of Expression of the Serotonin 5-HT4 Receptor in Brain Disorders	International Journal of Molecular Sciences	EN	Review	serotonin; 5-HT 4 receptor; 5-HT4R; depression; mood disorder; expression; Alzheimer’s disease; cognition; Parkinson’s disease	The serotonin 4 receptor, 5-HT4R, represents one of seven different serotonin receptor families and is implicated in a variety of physiological functions and their pathophysiological variants, such as mood and depression or anxiety, food intake and obesity or anorexia, or memory and memory loss in Alzheimer’s disease. Its central nervous system expression pattern in the forebrain, in particular in caudate putamen, the hippocampus and to lesser extent in the cortex, predispose it for a role in executive function and reward-related actions. In rodents, regional overexpression or knockdown in the prefrontal cortex or the nucleus accumbens of 5-HT4R was shown to impact mood and depression-like phenotypes, food intake and hypophagia; however, whether expression changes are causally involved in the etiology of such disorders is not clear. In this context, more data are emerging, especially based on PET technology and the use of ligand tracers that demonstrate altered 5-HT4R expression in brain disorders in humans, confirming data stemming from post-mortem tissue and preclinical animal models. In this review, we would like to present the current knowledge of 5-HT4R expression in brain regions relevant to mood/depression, reward and executive function with a focus on 5-HT4R expression changes in brain disorders or caused by drug treatment, at both the transcript and protein levels.	Department of Molecular, Cellular and Biomedical Sciences, CUNY School of Medicine, New York, NY 10031, USA	10.3390/ijms19113581	2018	19	11	-	-	3581	-
Xu, Lei; Liang, Guangmin; Liao, Changrui; Chen, Gin-Den; Chang, Chi-Chang	An Efficient Classifier for Alzheimer’s Disease Genes Identification	Molecules	EN	Article	Alzheimer’s disease; gene coding protein; sequence information; support vector machine; classification	Alzheimer’s disease (AD) is considered to one of 10 key diseases leading to death in humans. AD is considered the main cause of brain degeneration, and will lead to dementia. It is beneficial for affected patients to be diagnosed with the disease at an early stage so that efforts to manage the patient can begin as soon as possible. Most existing protocols diagnose AD by way of magnetic resonance imaging (MRI). However, because the size of the images produced is large, existing techniques that employ MRI technology are expensive and time-consuming to perform. With this in mind, in the current study, AD is predicted instead by the use of a support vector machine (SVM) method based on gene-coding protein sequence information. In our proposed method, the frequency of two consecutive amino acids is used to describe the sequence information. The accuracy of the proposed method for identifying AD is 85.7%, which is demonstrated by the obtained experimental results. The experimental results also show that the sequence information of gene-coding proteins can be used to predict AD.	School of Electronic and Communication Engineering, Shenzhen Polytechnic, Shenzhen 518055, China	10.3390/molecules23123140	2018	23	12	-	-	3140	-
Czarnecka, Kamila; Girek, Małgorzata; Kręcisz, Paweł; Skibiński, Robert; Łątka, Kamil; Jończyk, Jakub; Bajda, Marek; Kabziński, Jacek; Majsterek, Ireneusz; Szymczyk, Piotr; Szymański, Paweł	Discovery of New Cyclopentaquinoline Analogues as Multifunctional Agents for the Treatment of Alzheimer’s Disease	International Journal of Molecular Sciences	EN	Article	acetylcholinesterase inhibitors; Alzheimer’s disease; molecular modeling; beta amyloid; yeast three-hybrid technology (Y3H) test	Here we report the two-step synthesis of 8 new cyclopentaquinoline derivatives as modifications of the tetrahydroacridine structure. Next, the biological assessment of each of them was performed. Based on the obtained results we identified 6-chloro-N-[2-(2,3-dihydro-1H-cyclopenta[b]quinolin-9-ylamino)-hexyl]]-nicotinamide hydrochloride (3e) as the most promising compound with inhibitory potencies against EeAChE and EqBuChE in the low nanomolar level 67 and 153 nM, respectively. Moreover, 3e compound is non-hepatotoxic, able to inhibit amyloid beta aggregation, and shows a mix-type of cholinesterase’s inhibition. The mixed type of inhibition of the compound was confirmed by molecular modeling. Then, yeast three-hybrid (Y3H) technology was used to confirm the known ligand-receptor interactions. New derivatives do not show antioxidant activity (confirmed by the use of two different tests). A pKa assay method was developed to identify the basic physicochemical properties of 3e compound. A LogP assay confirmed that 3e compound fulfills Lipinsky’s rule of five	Department of Pharmaceutical Chemistry, Drug Analyses and Radiopharmacy, Faculty of Pharmacy, Medical University of Lodz, Muszyńskiego 1, 90d-151 Lodz, Poland	10.3390/ijms20030498	2019	20	3	-	-	498	-
