"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Environment-aware system for Alzheimer's patients","A. Barreto; R. Oliveira; F. Sousa; A. Cardoso; C. Duarte","Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Department of Electrical and Computer Engineering, University of Porto; Department of Electrical and Computer Engineering, University of Porto",2014 4th International Conference on Wireless Mobile Communication and Healthcare - Transforming Healthcare Through Innovations in Mobile and Wireless Technologies (MOBIHEALTH),"22 Jan 2015","2014","","","300","303","Alzheimer's disease is a major cause of disability in older people and because of its nature and symptoms it is a huge weight on the caregivers and health system. The aim of this project, developed at Fraunhofer Portugal, is to create a remote monitoring system for patients suffering from Alzheimer's disease. This system comprises a device able to monitor the environment temperature and humidity, the patients location, using GPS, as well as the patient's movements, including falls. The device sends this information to the caregiver via SMS, and also to a server, where it is stored in a database developed in this work, and which the caregiver can access via a smartphone, using an application also developed in this project. This system therefore affords a close surveillance of the patient's status as well as access to historical data of the patient's information.","","978-1-63190-014-3","10.4108/Mobihealth33544.2014.7015970","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7015970","Alzheimer's disease;dementia;GSM-GPRS;GPS","Global Positioning System;Alzheimer's disease;Monitoring;Temperature sensors;Temperature measurement","","","","13","","22 Jan 2015","","","IEEE","IEEE Conferences"
"Leveraging Bi-Focal Perspectives and Granular Feature Integration for Accurate Reliable Early Alzheimer’s Detection","S. Venkatraman; V. Pandiyaraju; A. Abeshek; S. P. Kumar; S. A. Aravintakshan","School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India; School of Computer Science and Engineering, Vellore Institute of Technology, Chennai, Tamil Nadu, India",IEEE Access,"18 Feb 2025","2025","13","","28678","28692","Being the most commonly known neurodegeneration, Alzheimer’s Disease (AD) is annually diagnosed in millions of patients. The present medical scenario still finds the exact diagnosis and classification of AD through neuroimaging data as a challenging task. Traditional CNNs can extract a good amount of low-level information in an image while failing to extract high-level minuscule particles, which is a significant challenge in detecting AD from MRI scans. To overcome this, we propose a novel Granular Feature Integration method to combine information extraction at different scales along with an efficient information flow, enabling the model to capture both broad and fine-grained features simultaneously. We also propose a Bi-Focal Perspective mechanism to highlight the subtle neurofibrillary tangles and amyloid plaques in the MRI scans, ensuring that critical pathological markers are accurately identified. Our model achieved an F1-Score of 99.31%, precision of 99.24%, and recall of 99.51%. These scores prove that our model is significantly better than the state-of-the-art (SOTA) CNNs in existence.","2169-3536","","10.1109/ACCESS.2025.3540567","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10879399","Alzheimer’s disease;bi-focal perspectives;deep learning;granular feature integration","Magnetic resonance imaging;Alzheimer's disease;Feature extraction;Solid modeling;Accuracy;Brain modeling;Medical services;Histograms;Biological system modeling;Pathology","","1","","36","CCBY","11 Feb 2025","","","IEEE","IEEE Journals"
"RLAD: A Reliable Hippo-guided Multi-task Model for Alzheimer's Disease Diagnosis","Z. Lei; W. Zhu; J. Liu; C. Hua; J. Li; S. A. A. Shah; L. Zhang; M. Bennamoun; C. Mao","School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Technology, Xidian University, Xi'an, China; School of Science, Edith Cowan University, Joondalup, Australia; School of Computer Science and Technology, Xidian University, Xi'an, China; School of Computer Science and Software Engineering, The University of Western Australia, Perth, Australia; The Second Affiliated Hospital of Xi'an Jiaotong University, China",IEEE Journal of Biomedical and Health Informatics,"","2024","PP","99","1","12","Early diagnosis of Alzheimer's disease (AD) is crucial for its prevention, and hippocampal atrophy is a significant lesion for early diagnosis. The current DL-based AD diagnosis methods only focus on either AD classification or hippocampus segmentation independently, neglecting the correlation between the two tasks and lacking pathological interpretability. To address this issue, we propose a Reliable Hippo-guided Learning model for Alzheimer's Disease diagnosis (RLAD), which employs multi-task learning for AD classification as a main task supplemented by hippocampus segmentation. More specifically, our model consists of 1) a hybrid shared features encoder that encodes local and global information in MRI to enhance the model's ability to learn discriminative features; 2) Task Specific Decoders to accomplish AD classification and hippocampus segmentation; and 3) Task Coordination module to correlate the two tasks and guide the classification task to focus on the hippocampus area. Our proposed RLAD model is evaluated on MRI scans of 1631 subjects from three independent datasets, including ADNI-1, ADNI-2, and HarP. Our extensive experimental results demonstrate that the proposed model significantly improves the performance of AD classification and hippocampus segmentation with strong generalization capabilities. Our implementation and model are available at https://github.com/LeoLjl/Explainable-Alzheimer-s-Disease-Diagnosis.","2168-2208","","10.1109/JBHI.2024.3412926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10553306","Alzheimer's Disease diagnosis;Multi-task learning;Hippo-guided learning;Grad-CAM;Auxiliary loss weights","Task analysis;Hippocampus;Transformers;Multitasking;Brain modeling;Lesions;Alzheimer's disease","","3","","","IEEE","11 Jun 2024","","","IEEE","IEEE Early Access Articles"
"A Fusion of Multi-view 2D and 3D Convolution Neural Network based MRI for Alzheimer’s Disease Diagnosis","H. Qiao; L. Chen; F. Zhu","Chongqing Institute of Green and Intelligent Technology, Chinese Academy of Sciences, Chongqing, China; Chongqing Key Laboratory of Big Data and Intelligent Computing, Chongqing Institute of Green and Intelligent Technology, Chinese Academy of Sciences, Chongqing, China; Chongqing Key Laboratory of Big Data and Intelligent Computing, Chongqing Institute of Green and Intelligent Technology, Chinese Academy of Sciences, Chongqing, China",2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"9 Dec 2021","2021","","","3317","3321","Alzheimer’s disease (AD) is a neurodegenerative disease leading to irreversible and progressive brain damage. Close monitoring is essential for slowing down the progression of AD. Magnetic Resonance Imaging (MRI) has been widely used for AD diagnosis and disease monitoring. Previous studies usually focused on extracting features from whole image or specific slices separately, but ignore the characteristics of each slice from multiple perspectives and the complementarity between features at different scales. In this study, we proposed a novel classification method based on the fusion of multi-view 2D and 3D convolutions for MRI-based AD diagnosis. Specifically, we first use multiple sub-networks to extract the local slice-level feature of each slice in different dimensions. Then a 3D convolution network was used to extract the global subject-level information of MRI. Finally, local and global information were fused to acquire more discriminative features. Experiments conducted on the ADNI-1 and ADNI-2 dataset demonstrated the superiority of this proposed model over other state-of-the-art methods for their ability to discriminate AD and Normal Controls (NC). Our model achieves 90.2% and 85.2% of accuracy on ADNI-2 and ADNI-1 respectively, thus it can be effective in AD diagnosis. The source code of our model is freely available at https://github.com/fengduqianhe/ADMultiView.","2694-0604","978-1-7281-1179-7","10.1109/EMBC46164.2021.9629923","Nature; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9629923","","Convolutional codes;Three-dimensional displays;Magnetic resonance imaging;Biological system modeling;Predictive models;Feature extraction;Prediction algorithms","Alzheimer Disease;Humans;Magnetic Resonance Imaging;Neural Networks, Computer;Neurodegenerative Diseases;Neuroimaging","2","","23","IEEE","9 Dec 2021","","","IEEE","IEEE Conferences"
"Deep Learning Based Hybrid Framework for Early-Stage Prediction of Alzheimer Disease: A Predictive Analysis","G. Kaur; S. Ahuja; A. Kumar","Computer Science & Engineering Chandigarh University, Gharuan, Mohali, Punjab; Computer Science & Engineering Chandigarh University, Gharuan, Mohali, Punjab; Computer Science & Engineering Chandigarh University, Gharuan, Mohali, Punjab","2025 3rd International Conference on Device Intelligence, Computing and Communication Technologies (DICCT)","12 May 2025","2025","","","83","88","Alzheimer Disease (AD) is a progressive neuro-degenerative disorder that impacts millions worldwide, presenting a considerable healthcare issue. Usually, symptoms start out mildly and get worse with time. Early identification is essential for effective treatments and decelerating disease development. Predictable diagnostic methods frequently show constraints in scalability and accuracy, requiring the development of advanced computational systems. This study introduces a Deep learning-based hybrid framework for the identification of reliable symptoms for the early prediction of AD. Deep Learning has become an essential tool in healthcare due to its ability to identify complex patterns in large datasets. This research combines two deep learning architectures: ResNet50 for feature extraction from medical images, such as MRI, and MobileNet for collecting temporal patterns, applied on the Alzheimer's OASIS dataset to detect early-stage Alzheimer's disease. The framework's performance is assessed using important metrics: sensitivity, specificity, and overall accuracy during the training, validation, and testing phases. This study emphasizes the significance of multidisciplinary deep learning methodologies in transforming early diagnosis and the possibility of hybrid deep learning strategies in progressing medical science to address intricate healthcare challenges.","","979-8-3315-4335-8","10.1109/DICCT64131.2025.10986694","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10986694","Alzheimer disease;Magnetic Resonance imaging;Early-Stage;Deep learning;Mild cognitive impairment","Deep learning;Training;Accuracy;Sensitivity;Computational modeling;Magnetic resonance imaging;Medical services;Alzheimer's disease;Medical diagnostic imaging;Residual neural networks","","","","14","IEEE","12 May 2025","","","IEEE","IEEE Conferences"
"Deep Learning based Early Detection of Alzheimer's Disease using Image Enhancement Filters","S. Samanta; I. Mazumder; C. Roy","School of Electronics Engineering KIIT deemed to be university, Bhubaneshwar, India; School of Biotechnology KIIT deemed to be university, Bhubaneshwar, India; School of Biotechnology KIIT deemed to be university, Bhubaneshwar, India","2023 Third International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies (ICAECT)","15 May 2023","2023","","","1","5","Alzheimer's disease (AD) impairs the cognitive functioning of the brain and shrinks its size, ultimately leading to demise. From minor to severe, it impedes one's capacity to do any work alone. Existing ways for identifying cases include medical history, cognitive testing, and magnetic resonance imaging (MRI), however due to lack of sensitivity and precision, there is a need for more efficient processes. Since AD progresses over time and patients at various stages require different therapies, early identification and categorization of AD's many phases utilizing neural network and Machine Learning (ML) algorithms may prove to be a successful strategy. The Convolutional Neural Network (CNN) is used to construct a framework for detecting specific Alzheimer's disease symptoms from MRI scans. By taking into account the four phases of dementia and performing a precise diagnosis, the suggested method creates high-resolution disease probability mappings from the local brain structure to a multilayer perceptron and provides precise, intuitive representations of individual Alzheimer's patients. In our proposed model we achieved the highest overall accuracy of 91.65% by applying Random Up Sampler, Gaussian Filter to the images. For Classification we built a small and simple CNN architecture.","","978-1-6654-9400-7","10.1109/ICAECT57570.2023.10117880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10117880","Alzheimer's disease;Convolutional neural network (CNN);Machine learning (ML);Image filters;SMOTE;Flask","Sensitivity;Magnetic resonance imaging;Transfer learning;Medical treatment;Multilayer perceptrons;Convolutional neural networks;Alzheimer's disease","","4","","20","IEEE","15 May 2023","","","IEEE","IEEE Conferences"
"Alzheimer's Disease Diagnosis - A Critical Appraisal of Technique","A. R. S; J. Charles","Department of Computer Application, Noorul Islam Centre for Higher Education, Tamil Nadu, India; Department of Computer Application, Noorul Islam Centre for Higher Education, Tamil Nadu, India",2024 1st International Conference on Trends in Engineering Systems and Technologies (ICTEST),"3 Jul 2024","2024","","","1","7","Alzheimer's disease (AD), a progressive neurological disorder primarily affecting the elderly populations, underscores the importance of early identification to manage its adverse effects. Traditionally, clinical evaluations and neuropsychological tests are used for diagnosis, but advancements in neuroimaging and biomarker technologies pave the way for new classification approaches. This review aims to provide a comprehensive overview of recent developments in AD identification. It begins with a fundamental understanding of the disease and then explores various classification techniques, including machine learning (ML), deep learning (DL), and transfer learning methods. Through a critical analysis of these approaches, their efficacy in accurately diagnosing the disease is assessed, highlighting their strengths and limitations. ML and DL methods, particularly when incorporating multiple biomarkers, show promise in enhancing diagnostic accuracy. However, further research is necessary to validate their applicability and robustness across various populations.","","979-8-3503-0779-5","10.1109/ICTEST60614.2024.10576143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10576143","Machine Learning;Depression;Alzheimer's disease;Transfer learning;Deep learning","Neurological diseases;Neuroimaging;Reviews;Sociology;Transfer learning;Robustness;Medical diagnosis","","","","21","IEEE","3 Jul 2024","","","IEEE","IEEE Conferences"
"Automatic Identification of Alzheimer's Disease and Epilepsy Based on MRI","X. Zhang; W. Li; W. Shen; L. Zhang; X. Pu; L. Chen","Big Data Research Center, University of Electronic Science and Technology of China, Chengdu, China; Department of Neurology, Sichuan University, Chengdu, China; Big Data Research Center, University of Electronic Science and Technology of China, Chengdu, China; Department of Neurology, Sichuan University, Chengdu, China; Big Data Research Center, University of Electronic Science and Technology of China, Chengdu, China; Department of Clinical Research Management, Sichuan University, Chengdu, China",2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),"13 Feb 2020","2019","","","614","620","Alzheimer's disease (AD) and epilepsy are both common chronic diseases in neurology. A certain proportion of AD patients have been found to have epilepsy complication. Neuroimaging such as structural magnetic resonance imaging (MRI) has been proved to be useful in assessing the pathology of AD and epilepsy. Computer-aided diagnosis (CAD) on automatical MRI identification can be applied to assist physicians in diagnosing both diseases. In this paper, it is investigated that the performance of identification on AD, AD complicated with Epilepsy, and Epilepsy based on different MRI brain tissues and feature extraction methods. 17 AD patients, 17 AD patients complicated with epilepsy, 15 epilepsy patients, and 10 healthy control subjects from West China Hospital, Sichuan University were studied. Several preprocessing steps were performed for each MRI to obtain gray matter (GM) and white matter (WM) tissue voxels. Principal component analysis (PCA) and partial least squares (PLS) were adopted to extract features. Three classes of patients and healthy controls were distinguished separately by support vector machine (SVM). The performance is evaluated by k-fold cross-validation strategy. The approach on combination of GM and WM tissues with PCA archieved the optimal performance, with the accuracy of 87.41%, 83.7%, and 75.2% for AD, AD complicated with epilepsy, and epilepsy identification respectively. Our proposed approach appears to have significant potential as a clinical decision support tool in assisting physicians in their clinical routine.","2375-0197","978-1-7281-3798-8","10.1109/ICTAI.2019.00091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8995344","Alzheimer's disease;Alzheimer's disease complicated with epilepsy;epilepsy;PCA;PLS;SVM;CAD","Support vector machines;Accuracy;Magnetic resonance imaging;Epilepsy;Grey matter;Feature extraction;Vectors;Alzheimer's disease;White matter;Principal component analysis","","3","","41","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"FPRes-Net: Feature Pyramid-Based Residual Network for Alzheimer's Disease Diagnosis","Y. Zhang; X. Zhang; Y. Li; J. Wu; J. -X. Liu; C. Zheng; X. Cui","School of Computer Science, Qufu Normal University, Rizhao, China; School of Computer Science, Qufu Normal University, Rizhao, China; School of Computer Science, Qufu Normal University, Rizhao, China; School of Computer Science, Qufu Normal University, Rizhao, China; School of Computer Science, Qufu Normal University, Rizhao, China; School of Artiffcial Intelligence, Anhui University, Hefei, Anhui, China; School of Computer Science, Qufu Normal University, Rizhao, China","2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20 Jan 2025","2024","","","4017","4022","Alzheimer's disease (AD) is a neurodegenerative disorder that progresses in a slow and irreversible manner. Although many computer-aided methods have been used to diagnose AD, the issue of underutilization of detailed information and features persists. In this study, we propose a new AD diagnostic network (FPRes-Net) that can fully learn the rich information of 3D MRI slices by extracting multi-scale features and feature fusion. Firstly, in order to fully extract multi-scale information, a network structure combining ResNet-50 with feature pyramids was designed. Next, a feature fusion method was designed to reduce noise and increase the importance of important features. Finally, a visually interpretable method called Gradient-weighted Class Activation Mapping (Grad-CAM) was introduced to visualize important feature regions in AD diagnosis. Experimental analysis was conducted on the publicly accessible ADNI-1 dataset, and our proposed FPRes-Net model performed better than other advanced research methods, with an accuracy rate of 99.5%. Our proposed model can be effectively used for clinical diagnosis of AD.","","978-1-6654-1020-5","10.1109/SMC54092.2024.10831746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10831746","Deep Learning;Feature Pyramid Network;Alzheimer's Disease;Convolutional Neural Network","Visualization;Accuracy;Three-dimensional displays;Semantics;Noise;Feature extraction;Stability analysis;Data mining;Alzheimer's disease;Residual neural networks","","","","31","IEEE","20 Jan 2025","","","IEEE","IEEE Conferences"
"Association of Neurological Family Health History in Parkinson's Diseases","S. Gupta; S. Bose; V. Majhi","Amity School of Engineering and Technology, Amity University Uttar Pradesh, Noida, India; Inrec Productive Research Solutions and Services Private Limited, Domkal, India; Amity Innovation and Design Centre, Amity University Uttar Pradesh, Noida, India",2024 International Conference on Brain Computer Interface & Healthcare Technologies (iCon-BCIHT),"19 Feb 2025","2024","","","207","212","Parkinson's disease (PD) is a neurodegenerative disorder primarily affecting elderly people. While the exact cause of idiopathic PD is still unknown, a family history of the condition has been observed in 10 to 15 percent of cases. In addition, Mendelian inheritance patterns are seen in about 5% of cases. In this study we aimed to assess the significant correlation between the development of PD with individual's family's neurological health history. Here we have considered total 13 specific questionnaire related to the subject's neurological family history. The statistical attribution has been made for both uncategorized and categorized by sex. There are notable correlations observed between the PD patient and the history of neurological disorders in family members. Here, we saw that most of them-such as anxiety, depression, Alzheimer's disease, and Parkinson's disease-are protective in nature, while very few-such as the multiple sclerosis (OR-3.25) of the paternal grandmother, the dystonia (OR-1.92) maternal grandmother, and the schizophrenia (OR-1.65) of the mother-act as risk factors. These figures also demonstrate how important family history is in determining the likelihood that the next generation will develop Parkinson's disease.","","979-8-3315-4006-7","10.1109/iCon-BCIHT63907.2024.10882367","The Michael J. Fox Foundation for Parkinson's Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10882367","Parkinson's Disease;Health History;Family Health History","Neurological diseases;Correlation;Parkinson's disease;Statistical analysis;Schizophrenia;History;Alzheimer's disease;Older adults;Next generation networking;Diseases","","","","16","IEEE","19 Feb 2025","","","IEEE","IEEE Conferences"
"Deep Learning-Based Alzheimer’s Disease Detection Using 2D MRI Images","A. Hanzala; M. S. Rahman; S. S. Khan; M. M. Rahman; M. Sajjad; A. K. Gupta","Department of CSE, Daffodil International University, Dahaka, Bangladesh; Department of CSE, Daffodil International University, Dahaka, Bangladesh; Department of CSE, Daffodil International University, Dahaka, Bangladesh; Department of Marketing & Business Analytics, Texas A&M University-Commerce, Texas, USA; Department of CSE, American International University Bangladesh, Dhaka, Bangladesh; Department of Computer Applications, KIET Group of institutions Delhi NCR, Ghaziabad, U.P., India",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","7","About 50 million people in this world are affected by Alzheimer’s disease. Alzheimer’s disease is a type of dementia. It is a type of neurological disorder that causes changes in peoples’ memory, thinking ability, and behavior. The main reason for this is the destruction of human brain cells. Symptoms of this disease first appear in people of 60 years of age. People age 65 and older are at greatest risk. It is a progressive disease and where dementia symptoms gradually worsen. That is why it is very important to treat this disease if it is affected. Over the years deep learning models have shown significant results in medical image analysis including classification. This study presents a prediction model using MRI images of the brain, a deep learning model for the AD classification, specifically EfficientNetB0, and EfficientNetV2B. For classification, a dataset consisting of 2D MRI images of patients’ brains with varying stages of dementia, including nondemented individuals and those with very mild, mild, and moderate dementia were used. Finally, the performance of the models were measured using metrics such as accuracy, loss, and Scott’s Pi coefficient and were compared. The proposed model is able to accurately classify AD stages from brain MRI images. This model highlights deep learning models are as valuable tools for AD diagnosis and classification, paving the way for improved disease and management strategies.","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10725482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10725482","Alzheimer’s Disease;Deep Learning;EfficientNet;MRI;Classification;Medical Image Analysis","Deep learning;Magnetic resonance imaging;Computational modeling;Computer architecture;Predictive models;Brain modeling;Loss measurement;Alzheimer's disease;Medical diagnostic imaging;Diseases","","2","","19","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
"Mining Healthcare Data for Predictive Modeling and Prognosis of Alzheimer's Disease Progression with Artificial Intelligence","S. Kaliappan; H. M. Ali; R. Maranan; G. Sunil","Division of Research and Development, Lovely Professional University, Phagwara, Punjab, India; Department, Mechanical Engineering, SRM Institute of Science and Technology- Ramapuram Campus, Chennai; Department of Research and Innovation, Saveetha School of Engineering, SIMATS, Chennai, Tamil Nadu, India; School of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana","2024 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)","30 Apr 2024","2024","","","1","7","In this study, we propose a novel approach to predict and prognosticate Alzheimer's disease progression by leveraging cutting-edge artificial intelligence and data mining techniques. Our method integrates three powerful algorithms: Long Short-Term Memory Networks (LSTM), Random Forest, and Gradient Boosting Machines (GBM). LSTM excels in sequence analysis, effectively capturing temporal patterns in healthcare data crucial for disease progression prediction. Random Forest is utilized for feature importance analysis and classification, aiding in understanding the most influential aspects of healthcare data. GBM, known for ensemble learning, combines weak learners iteratively to create a robust predictive model, improving overall accuracy. By synergistically integrating these algorithms, our method optimizes predictive modeling and prognosis for Alzheimer's disease progression, ultimately enhancing patient care and management.","","979-8-3503-7018-8","10.1109/ASSIC60049.2024.10507808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10507808","Alzheimer's Disease;Artificial Intelligence;Data Mining;Ensemble Learning;Feature Importance;Gradient Boosting Machines;Long Short-Term Memory Networks;Predictive Modeling;Prognosis;Random Forest;Recurrent Neural Network","Medical services;Predictive models;Boosting;Prediction algorithms;Data mining;Ensemble learning;Alzheimer's disease","","1","","26","IEEE","30 Apr 2024","","","IEEE","IEEE Conferences"
"Bell-Shaped Fuzzy Least Square Twin SVM With Biomedical Applications","A. Kumari; M. Tanveer; C. -T. Lin; the Alzheimer's Disease Neuroimaging Initiative","Department of Mathematics, Indian Institute of Technology Indore, Indore, India; Department of Mathematics, Indian Institute of Technology Indore, Indore, India; GrapheneX-UTS Human-Centric Artificial Intelligence Centre and Australian Artificial Intelligence Institute, Faculty of Engineering and Information Technology, University of Technology Sydney, Ultimo, NSW, Australia; NA",IEEE Transactions on Fuzzy Systems,"4 Sep 2024","2024","32","9","5348","5358","In practical applications, datasets frequently encompass noise, outliers, and imbalanced classes, which can markedly affect a model's generalization performance. Support vector machine (SVM) and its twin variant i.e., TWSVM tend to be biased towards the majority class samples, leading to misclassification of the minority class samples. TWSVM suffers from this biasness as it generates hyperplanes without considering preceding data information. To address the aforementioned issues, we propose bell-shaped fuzzy least square twin support vector machine for imbalance data (BSFLSTSVM-ID). The proposed BSFLSTSVM-ID allocates weight to the majority class samples through a novel membership function, namely, “class probability and bell-shaped” (CPBS). The CPBS function is amalgamation of class probability, bell-shaped function, and imbalance ratio of the dataset. The bell-shaped function's value diminishes as data points move farther away from the class center, reducing the influence of noise or outliers in constructing hyperplanes. To underscore the importance of samples from minority class, a weight of one is assigned to them. Furthermore, the proposed BSFLSTSVM-ID utilizes the conjugate gradient method to handle the challenge of matrix inversion. To demonstrate its effectiveness, we conducted experiments on 59 UCI and KEEL datasets with imbalance ratios from 1 to 72.69. Additionally, we tested the proposed BSFLSTSVM-ID model's scalability on NDC datasets and applied it to diagnosing breast cancer and Alzheimer's disease using the BreakHis and Alzheimer's Disease Neuroimaging Initiative (ADNI) datasets, respectively. The results show that the proposed BSFLSTSVM-ID outperforms baseline models, highlighting its potential for tackling classification challenges in the biomedical domain.","1941-0034","","10.1109/TFUZZ.2024.3421638","Science and Engineering Research Board; Mathematical Research Impact-Centric Support (MATRICS) scheme(grant numbers:MTR/2021/000787); National Supercomputing Mission under the Department of Science and Technology (DST); Ministry of Electronics and Information Technology (MeitY), Government of India(grant numbers:DST/NSM/R&D HPC Appl/2021/03.29); CSIR New Delhi, India(grant numbers:09/1022 (12437)/2021- EMR-I); Australian Research Council(grant numbers:DP220100803); Australian National Health and Medical Research Council(grant numbers:APP2021183); UTS Human-Centric Al Centre(grant numbers:2023--2031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10582532","Alzheimer's disease;bell-shaped function;breast cancer;conjugate gradient method;least square twin support vector machine (LSTSVM)","Support vector machines;Mathematical models;Noise measurement;Training;Alzheimer's disease;Gradient methods;Breast cancer;Gradient methods;Least squares approximations","","1","","38","IEEE","2 Jul 2024","","","IEEE","IEEE Journals"
"Detection of Alzheimer's Disease Through Convolutional Neural Networks: An Analysis of Magnetic Resonance Imaging Images","P. Shourie; V. Anand; R. Chauhan; S. Dangi; S. Gupta","Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India; Computer Science and Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Computer Science & Engineering, Graphic Era Deemed to be University, Dehradun, Uttarakhand, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India","2023 3rd International Conference on Smart Generation Computing, Communication and Networking (SMART GENCON)","28 Feb 2024","2023","","","1","6","Alzheimer's disease is a progressive ailment characterized by progressive deterioration of cognitive function, typically observed in the senior citizen population. This condition presents a substantial worldwide health concern. The timely identification and intervention have a key role in enhancing the overall well-being of persons who are impacted. This research paper introduces a Convolutional Neural Network (CNN) architecture designed for the purpose of classifying Alzheimer's disease based on brain MRI scans. The CNN model that has been presented utilizes deep learning capabilities to autonomously extract pertinent information from brain MRI scans, hence allowing the precise categorization of Alzheimer's disease. The model has a notable level of classification accuracy and displays promising prospects for timely identification and action. By presenting the possibility of enhancing patient outcomes and quality of life, this research adds to the continuing attempts to develop automated and non-invasive diagnostic techniques for Alzheimer's disease.","","979-8-3503-1912-5","10.1109/SMARTGENCON60755.2023.10442192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442192","Alzheimer;cognitive;deep learning;CNN;MRI scan","Magnetic resonance imaging;Sociology;Brain modeling;Data models;Convolutional neural networks;Alzheimer's disease;Statistics","","1","","22","IEEE","28 Feb 2024","","","IEEE","IEEE Conferences"
"An Efficient Blockchain and Deep Learning-Based Framework for Secure Healthcare Data Management and Disease Prediction","S. M. E; S. K; D. K. S; S. A. S. S","Department of computer science Engineering, B.S.A Crescent Institute of Science & Technology, Chennai, India; Department of Commerce, B.S. Abdur Rahman Institute of Science & Technology, Chennai, India; Department of Management Studies, Sri Sairam Engineering College, Chennai, Tamil Nadu, India; Department of computer science Engineering, BS Abdur Rahman Crescent Institute of Science and Technology",2025 International Conference on Computing and Communication Technologies (ICCCT),"10 Jun 2025","2025","","","1","8","Healthcare data security is a pressing concern given the surge in data breaches, with over 750 incidents reported in 2021 alone, exposing more than 193 million personal records. This paper introduces an Efficient Data Security System that leverages smart contracts, WEB 3.0 deep learning algorithms, and blockchain technology to address these challenges. The system provides robust data protection by eliminating the need for encryption keys, utilizing blockchain for tamper-proof storage, and incorporating advanced deep learning algorithms for predictive analytics. The framework of WEB 3.0 integrates blockchain at the backend, ensuring secure and immutable data storage. Smart contracts enable automated and transparent data access without compromising security. Additionally, the system utilizes the InterPlanetary File System (IPFS) for efficient image storage and retrieval, enhancing data accessibility while maintaining cryptographic security. The integration of deep learning algorithms enables predictive analytics for medical conditions such as Alzheimer's disease and tumor detection, further enhancing the system's capabilities in healthcare data management and analysis.","2995-3197","979-8-3315-3757-9","10.1109/ICCCT63501.2025.11020281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11020281","Healthcare data security;HIPAA Rules;data breaches;WEB 3.0;blockchain;deep learning algorithms;InterPlanetary File System (IPFS);predictive analytics;medical imaging;Alzheimer's disease prediction;tumor detection","Semantic Web;Deep learning;Smart contracts;Prediction algorithms;Blockchains;InterPlanetary File System;Predictive analytics;Alzheimer's disease;Biomedical imaging;Tumors","","","","15","IEEE","10 Jun 2025","","","IEEE","IEEE Conferences"
