"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Comparative Analysis of Machine Learning Algorithms for Alzheimer's Disease Identification: A Comprehensive Evaluation","V. Arora; P. Sharma; A. Mehta; A. Maurya","SCSET, Bennett University, Greater Noida, India; SCSET, Bennett University, Greater Noida, India; SCSET, Bennett University, Greater Noida, India; SCSET, Bennett University, Greater Noida, India",2024 First International Conference on Pioneering Developments in Computer Science & Digital Technologies (IC2SDT),"4 Oct 2024","2024","","","467","471","A brain disorder, Alzheimer's disease (AD), impacts the lifestyle of around 6.5 million people around the globe, generally people over 65, which causes advanced cognitive dete-rioration. Despite the complex and comprehensive research, no such cure exists till now, accentuating the strong necessity for early diagnosis and interventions. We examine how the role of biomarkers, like MRI and genetics, can play a massive role in early detection and how Data Science and Machine Learning can be used to enhance diagnostic accuracy. Advanced techniques like convolutional neural networks (CNN) and hybrid deep learning algorithms are used for identifying and detecting AD.","","979-8-3503-6501-6","10.1109/IC2SDT62152.2024.10696329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10696329","","Machine learning algorithms;Accuracy;Magnetic resonance imaging;Biological system modeling;Biomarkers;Genetics;Data models;Convolutional neural networks;Alzheimer's disease;Random forests","","","","13","IEEE","4 Oct 2024","","","IEEE","IEEE Conferences"
"A Deep Learning-based Semi-Supervised GAN to detect Alzheimer's illness efficiently","S. Saravanakumar; T. Saravanan; N. Thillaiarasu","Department of CSE, St. Martin's Engineering College, Secunderabad, India; Department of CSE, St. Martin's Engineering College, Secunderabad, India; School of Computing and Information Technology, Reva University, Bengaluru, India",2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),"18 Jul 2022","2022","","","1840","1843","Alzheimer's disease (AD) prediction accuracy is crucial for minimizing memory loss and enhancing Alzheimer's disease patients' quality of life. Neuroimaging has been explored as a possible method for diagnosing Alzheimer's disease for the past decade. The goal of this study is to create a deep learningan alzheimer's disease assessment from beginning to finish ahead of schedule on. The semi-supervised deep learning algorithm is a adversarial network generatively designed to detect the presence of Alzheimer's disease in magnetic resonance imaging data automatically. This model is mapped on the original representation and the semi-supervised Generative Adversarial Network classifier predicts the AD, the segmented result is used to efficiently partition the left and right-side hippocampal volume, and the deep feature from the segmented area is derived with convolution computational intelligence morphological operations. The current study uses the alzheimer's disease uses the dataset of neuroimaging initiative to perform the experiment. This method presents a revolutionary deep learning framework for detecting alzheimer's disease that can be used to patient data from the adult situation to improve medicine and standard of living.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823795","Alzheimer's disease;Classification;Segmentation;MRI image;Semi - Supervised GAN","Deep learning;Neuroimaging;Image segmentation;Computational modeling;Generative adversarial networks;Brain modeling;Alzheimer's disease","","6","","17","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"Revolutionizing Alzheimer's Disease Prediction Using EfficientNetB6","V. S. Praneeth; N. Gowtham; S. RamaChandran; R. Jansi","Department of Electronics and Communication Engineering, College of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India; Department of Electronics and Communication Engineering, Faculty of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India; Department of Electronics and Communication Engineering, Faculty of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India; Department of Electronics and Communication Engineering, Faculty of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India","2024 Tenth International Conference on Bio Signals, Images, and Instrumentation (ICBSII)","26 Jun 2024","2024","","","1","7","Alzheimer's disease (AD) presents a pressing challenge globally, demanding the development of accurate predictive models for early diagnosis and intervention. In this research, we propose a novel prediction framework harnessing deep learning methodologies, specifically employing the advanced EfficientNetB6 algorithm, on the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset comprising approximately 20,000 MRI images. Our aim is to differentiate between MRI images indicating normal cognitive function and those signaling AD progression, with a target of achieving 97.78% accuracy and a 98.21% F1 score. Moreover, our model categorizes images into various stages, including mild cognitive impairment (MCI), facilitating early identification. The proposed model's high accuracy and precision hold the potential to transform early detection efforts, allowing for timely interventions and thereby improving patients' quality of life. In addition to leveraging the EfficientNetB6 model for image feature extraction and LSTM networks for sequential data analysis, the proposed hybrid architecture incorporates dense layers to facilitate feature fusion and abstraction. The dense layers enable the model to combine the extracted image and sequential features, capturing complex relationships between different modalities and enhancing the model's discriminative power. By integrating dense layers, the model gains the flexibility to learn higher-level representations, further refining the extracted features for improved classification performance. This holistic approach, combining convolutional, recurrent, and dense layers, offers a comprehensive solution for multi- modal data analysis, showcasing the potential of deep learning techniques in addressing complex real-world problems.","2768-6450","979-8-3503-5095-1","10.1109/ICBSII61384.2024.10564023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10564023","Alzheimer's disease;neurological disorder;deep learning;EfficientNetB6 algorithm;ADNI dataset","Neuroimaging;Deep learning;Accuracy;Data analysis;Magnetic resonance imaging;Transforms;Feature extraction","","2","","21","IEEE","26 Jun 2024","","","IEEE","IEEE Conferences"
"Dynamic Dual-Graph Fusion Convolutional Network for Alzheimer’s Disease Diagnosis","F. Li; Z. Wang; Y. Guo; C. Liu; Y. Zhu; Y. Zhou; J. Li; D. Liang; H. Wang","Paul C. Lauterbur Research Center for Biomedical Imaging, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Research Centre for Medical AI, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Research Centre for Medical AI, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Paul C. Lauterbur Research Center for Biomedical Imaging, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Paul C. Lauterbur Research Center for Biomedical Imaging, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Research Centre for Medical AI, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; The Second People’s Hospital of Shenzhen, Shenzhen, China; Paul C. Lauterbur Research Center for Biomedical Imaging, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Paul C. Lauterbur Research Center for Biomedical Imaging, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China",2023 IEEE International Conference on Image Processing (ICIP),"11 Sep 2023","2023","","","675","679","In this paper, a dynamic dual-graph fusion convolutional network is proposed to improve Alzheimer’s disease (AD) diagnosis performance. The following are the paper’s main contributions: (a) propose a novel dynamic Graph Convolutional Network (GCN) architecture, which is an end-to-end pipeline for diagnosis of the AD task; (b) the proposed architecture can dynamically adjust the graph structure for GCN to produce better diagnosis outcomes by learning the optimal underlying latent graph; (c) incorporate feature graph learning and dynamic graph learning, giving those useful features of subjects more weight while decreasing the weights of other noise features. Experiments indicate that our model provides flexibility and stability while achieving excellent classification results in AD diagnosis.","","978-1-7281-9835-4","10.1109/ICIP49359.2023.10222732","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10222732","Alzheimer’s disease diagnosis;Dynamic graph convolutional networks;Feature graph learning","Pipelines;Feature extraction;Stability analysis;Convolutional neural networks;Medical diagnosis;Alzheimer's disease;Task analysis","","1","","20","IEEE","11 Sep 2023","","","IEEE","IEEE Conferences"
"Classification of Alzheimer’s Disease Using Conventional Machine Learning Methods with Cortical and Genetic Characteristics","Z. Yuan; X. Yao; X. Bu","University of Shanghai for Science and Technology, Shanghai, China; Shanghai University of Medicine and Health Sciences, Shanghai, China; University of Shanghai for Science and Technology, Shanghai, China","2022 IEEE 2nd International Conference on Power, Electronics and Computer Applications (ICPECA)","1 Mar 2022","2022","","","303","306","The conventional machine learning (ML) methods have been used in the classification of Alzheimer’s disease (AD), while the performance was still needed to be addressed for being short of the standard datasets and implemented approaches. In our study, one scheme was proposed to verify the robustness of proposed methods. A total of one hundred T1-MRI data were downloaded and divided into three groups: AD (34 cases), mind cognition impairment (MCI) (45 cases) and normal control (NC) (21 cases). In our method, four cortical characteristics of cortical thickness (CT), gray matter volume (GMV), local gyrification index (LGI) and cortical surface area (CSA) for brain regions and one genetic characteristic of ApoE alleles were used. With the optimized characteristics by one-way analysis of variance (ANOVA), Krystal-Wallis H test and ReliefF algorithms, five MLs including random forest (RF), support vector machine (SVM), linear discriminant analysis (LDA), logistic regression (LR) and decision trees (DTs) are compared. With the improved cortical features, the classifiers of RF and LDA showed the highest accuracy of 89% for the binary classification (AD vs NC). The DTs and SVM classifier achieved 92% for the three-classification (AD vs MCI vs NC). The chosen brain cortical and genetic characteristics showed valuable capability in AD classification and the proposed scheme was robust for performance evaluation.","","978-1-6654-4276-3","10.1109/ICPECA53709.2022.9718827","Research and Development; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9718827","Alzheimer’s disease (AD);machine learning (ML);classification","Support vector machines;Genetics;Robustness;Alzheimer's disease;Analysis of variance;Standards;Regression tree analysis","","5","","35","IEEE","1 Mar 2022","","","IEEE","IEEE Conferences"
"Cerebral blood microcirculation measurement in APP/PS1 double transgenic mice at the preclinical stage of Alzheimer’s disease: preliminary data on the early intervention of anodal transcranial direct current stimulation","Y. P. Luo; L. Zhang; X. Y. Wu; W. S. Hou; L. Chen; X. L. Tian; H. Z. Wen","Chongqing Engineering Research Center for Medical Electronics Technology, Bioengineering College of Chongqing University, China; Chongqing Engineering Research Center for Medical Electronics Technology, Bioengineering College of Chongqing University, China; Chongqing Engineering Research Center for Medical Electronics Technology, Bioengineering College of Chongqing University, China; Chongqing Engineering Research Center for Medical Electronics Technology, Bioengineering College of Chongqing University, China; Chongqing Engineering Research Center for Medical Electronics Technology, Bioengineering College of Chongqing University, China; Chongqing Engineering Research Center for Medical Electronics Technology, Bioengineering College of Chongqing University, China; Department of Neurobiology, College of Basic Medical Science, Chongqing Key Laboratory of Neurobiology, Army Medical University, China",2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"27 Aug 2020","2020","","","3557","3560","Anodal transcranial direct current stimulation (AtDCS) can improve memory and cognitive dysfunction in patients with Alzheimer's disease (AD), which has been proven in basic and clinical studies. Intervention of AD in preclinical stage is important to prevent progression of AD in the aging society. At the same time, there is increasing evidence that a close link exists between cerebrovascular dysfunction and AD disease. Here we investigated the changes of local cerebral blood microcirculation in preclinical AD mouse model after AtDCS based on the previous studies. Twenty-four 6-month-old male APP/PS1 double transgenic mice were randomly divided into three groups: a model group (AD), a model sham stimulation (ADST) group and a model stimulation group (ATD). Eight 6-month-old male C57 wild-type mice served as a control group (CTL). Mice in the ATD group received 10 AtDCS sessions. Two months after the end of AtDCS in the ATD group, the microcirculation parameters of the frontal cortex of the mice in each group, including cerebral blood flow (CBF), blood flow velocity (Velo), oxygen saturation (SO2) and relative hemoglobin content (rHb), were obtained by the non-invasive laser-Doppler spectrophotometry system ""Oxygen-to-See (O2C)"". The results showed that AtDCS increased CBF, Velo and SO2, and reduce rHb in APP/PS1 double transgenic mice at the preclinical stage of AD.Clinical Relevance—This shows the positive effect of AtDCS on preclinical AD in cerebrovascular function, and provides effective basic research facts for AtDCS to intervene and delay the clinical application of AD disease.","2694-0604","978-1-7281-1990-8","10.1109/EMBC44109.2020.9175875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9175875","","Mice;Blood;Diseases;Electrodes;Blood flow;Brain modeling","Alzheimer Disease;Amyloid beta-Protein Precursor;Animals;Child;Disease Models, Animal;Humans;Male;Mice;Mice, Inbred C57BL;Mice, Transgenic;Microcirculation;Preliminary Data;Presenilin-1;Transcranial Direct Current Stimulation","","","23","IEEE","27 Aug 2020","","","IEEE","IEEE Conferences"
"Alzheimer's Disease Brain Network Classification Using Improved Transfer Feature Learning with Joint Distribution Adaptation","B. Wang; W. Li; W. Fan; X. Chen; D. Wu","School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; Department of Radiology, Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China; School of Artificial Intelligence and Automation, Huazhong University of Science and Technology, Wuhan, China",2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"7 Oct 2019","2019","","","2959","2963","Alzheimer's disease significantly affects the quality of life of patients. This paper proposes an approach to identify Alzheimer's disease based on transfer learning using functional MRI images, which is especially useful when the training dataset is small. Transfer learning improves the performance of the classifier with the help of an auxiliary dataset, which may be obtained from a different population group and/or machine. First, we used the joint distribution adaptation method to project the source and target domain samples into a new feature space, and then we built a classifier that works well in both the source and target domains but emphasizes the target domain. In the classifier, we assigned larger weights to the target domain samples and minimized the weighted loss in classifying the samples in both domains. Experimental results verify the effectiveness of our proposed approach and, with the help of the auxiliary samples, the classification accuracy of our target dataset has been greatly improved.","1558-4615","978-1-5386-1311-5","10.1109/EMBC.2019.8856726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8856726","Alzheimer's Disease;Brain Network;Transfer Learning;Joint Distribution Adaptation","Training;Functional magnetic resonance imaging;Classification algorithms;Alzheimer's disease;Probability distribution;Neuroimaging","Alzheimer Disease;Brain;Humans;Machine Learning;Magnetic Resonance Imaging","4","","13","IEEE","7 Oct 2019","","","IEEE","IEEE Conferences"
"AI-Driven Analysis of Biomarkers Using Machine Learning for Alzheimer's Research in Drosophila Melanogaster","E. Li","Saratoga High School, Saratoga, CA, USA",2025 IEEE 4th International Conference on Computing and Machine Intelligence (ICMI),"8 Sep 2025","2025","","","1","6","Drosophila melanogaster, with its genetic similarity to humans, is a strong model organism for studying Alzheimer's disease. However, traditional research methods for exploring treatments and behavioral indicators of Alzheimer's in Drosophila have mainly relied on manual techniques. Leveraging Artificial Intelligence (AI) technology provides significant advantages in reliably analyzing biological behavior and processes. This paper develops a novel AI-driven analysis method using automatic video monitoring to investigate behavioral biomarkers associated with Alzheimer's in Drosophila and to implement machine learning models for predicting the presence of Alzheimer's. Five experimental groups of Drosophila-healthy, Alzheimer's, and Alzheimer's treated with 2 g, 4 g, and 6 g of Aloe vera-were used for AI analysis. Drosophila movement and behavior were tracked to analyze four biomarkers-negative geotaxis, velocity, directional heading changes, and grooming magnitude. Five behavioral parameters as features for machine learning were identified: speed, x-distance, y-distance, acceleration, and turning angle. Three machine learning models were developed to predict whether a Drosophila has Alzheimer's: two classical models (CatBoost and XGBoost) and a deep learning model (CNN-GRU). The three models achieved accuracies of 0.8654, 0.8638, and 0.8454 respectively. In addition, the AI-driven method was used to evaluate the effect of Aloe vera as a natural treatment for Alzheimer's model of Drosophila. Results indicated that Aloe as a natural treatment improved mobility and stability in the Alzheimer's model of Drosophila. The proposed AI-driven system for uncovering behavioral biomarkers in Drosophila with Alzheimer's offers a reliable and more effective alternative to traditional manual methods. Evaluating the potential of Aloe vera to be a therapeutic agent opens new doors to discovering new natural treatments for neurodegenerative disorders.","","979-8-3315-0913-2","10.1109/ICMI65310.2025.11141267","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11141267","Machine learning;Alzheimer's Disease;Behavioral Biomarkers;Drosophila melanogaster;AI;Natural Antioxidant;Aloe vera","Antioxidants;Accuracy;Biological system modeling;Machine learning;Manuals;Biomarkers;Predictive models;Reliability;Alzheimer's disease;Videos","","","","17","IEEE","8 Sep 2025","","","IEEE","IEEE Conferences"
"Optimizing EEG Channel Selection for Alzheimer’s Disease Classification: A Regional Brain Analysis","M. S. Ibn Shafiq; R. Hasan; M. F. Karim Khondakar; D. Das; M. H. Chowdhury","Department of EEE, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of EEE, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of BME, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of EEE, Chittagong University of Engineering and Technology, Chattogram, Bangladesh; Department of EEE, Chittagong University of Engineering and Technology, Chattogram, Bangladesh","2025 2nd International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)","17 Sep 2025","2025","","","1","5","Progressive neurodegenerative disorders like Alzheimer’s disease (AD) have been difficult to diagnose earlier using traditional techniques like MRI and CT scans since they don’t work on a real-time approach. Electroencephalography (EEG) signals are now considered effective in mitigating this late detection issue. This is more popular due to its non-invasiveness and instantaneous work function. However, it also has some adversities due to its lack of cost-effectiveness since many electrode channels are used to detect the dysfunctions from the different lobes of the brain, making it look more complex. So, in this study, we have aimed to enhance EEG-based diagnostics for Alzheimer's through comprehensive feature extraction incorporating machine learning as well as electrode channel reduction analysis. Three major brain regions: frontal, parietal, and temporal, have been considered for effective AD detection. 14 electrodes from these brain regions are analyzed for significant feature extraction. Then, we figured out the necessary statistical and frequency features from each EEG segment. The features went through different tests to check the most important features. Different combinations of features were applied for various machine learning algorithms, and the highest accuracy of 88.5% was achieved in the parietal region using 26 features. In the future, the parietal region can be further analyzed with more features and deep learning methods which will help in medical diagnosis and treatment.","","979-8-3315-5542-9","10.1109/NCIM65934.2025.11160237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11160237","Alzheimer’s disease (AD);Brain region;Electroencephalography (EEG);Machine learning (ML)","Electrodes;Deep learning;Machine learning algorithms;Magnetic resonance imaging;Feature extraction;Electroencephalography;Real-time systems;Medical diagnosis;Alzheimer's disease;Next generation networking","","","","16","IEEE","17 Sep 2025","","","IEEE","IEEE Conferences"
"The strong correlation of gene expression data on Alzheimer's disease and co-regulation of gene","C. -Y. Pang; D. -X. Zhang; L. Yang; X. -P. Xia; B. -Q. Hu","Group of Gene Computation, Key Laboratory of Visual Computation and Virtual Reality of Sichuan, Chengdu, Sichuan, China; Group of Gene Computation, College of Mathematics and Software Science, Sichuan Normal University, Chengdu, China; Group of Gene Computation, College of Mathematics and Software Science Sichuan, Normal University, Chengdu, China; Group of Gene Computation, College of Mathematics and Software Science, Sichuan Normal University, Chengdu, China; College of Management Science, Chengdu University of Technology, Chengdu, China",2011 IEEE International Conference on Granular Computing,"5 Jan 2012","2011","","","855","858","Alzheimer's disease (AD) is the most common form of dementia, little is known about its complicated mechanisms. To deeply understand its mechanisms, DNA microarray expression profiling and its analysis appears particularly promising. In this paper, the correlation of the DNA microarray expression data which is downloaded from GEO Datasets, NCBI [1], is analyzed via Principal Component Analysis (PCA), the character of strong linear correlation is observed. And this character implies that the information of gene co-regulation is mapped into the compactness of clustering of expression data possibly (i.e., all data clustering tightly in different classes). Thus, through the computerized compactness, the potential co-regulated genes can be identified.","","978-1-4577-0371-3","10.1109/GRC.2011.6122713","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122713","Alzheimer's disease;DNA Microarray Data;Gene;Principal Component Analysis","Vectors;Alzheimer's disease;Correlation;Principal component analysis;Gene expression;Educational institutions","","","","11","IEEE","5 Jan 2012","","","IEEE","IEEE Conferences"
"Neural Network Architecture for the Classification of Alzheimer's Disease from Brain MRI","R. Mahbub; M. A. Azim; N. I. Mahee; Z. I. Sanjid; K. M. Reza; M. Z. Parvez","Department of Computer Science and Engineering, BRAC University, Dhaka, Bangladesh; Department of Computer Science and Engineering, BRAC University, Dhaka, Bangladesh; Department of Computer Science and Engineering, BRAC University, Dhaka, Bangladesh; Department of Computer Science and Engineering, BRAC University, Dhaka, Bangladesh; Department of Computer Science and Engineering, BRAC University, Dhaka, Bangladesh; Electrical Engineering, Engineering Institute of Technology, Melbourne, Australia",TENCON 2021 - 2021 IEEE Region 10 Conference (TENCON),"16 Feb 2022","2021","","","693","697","Alzheimer's Disease (AD) is a neurological condition in which the decline of brain cells causes memory loss and cognitive decline. Various Neuroimaging techniques have been developed to diagnose AD; among those, Magnetic Resonance Imaging (MRI) is one of the most prominent ones. Historically, expert radiologists were solely responsible for making decisions of a patient's AD situation by manually analyzing brain MR images. However, the recent progress in medical image analysis using deep learning especially has automated this task significantly. Although the state-of-the-art architectures have achieved human-level performance in classifying AD images from Normal Control (NC), they often require predefined Regions of interest as a basis for feature extraction. This condition not only requires specialized domain knowledge of the human brain but also makes the overall design complicated. In this paper, we designed a 14 layer Neural network architecture that can facilitate AD diagnosis without being dependent on any neurological assumption. The network was tested over ADNI-1, a benchmark MRI dataset for AD research, and found an accuracy of 87.06 % $(\mathbf{AUC}=\mathbf{0. 9 3}.)$","2159-3450","978-1-6654-9532-5","10.1109/TENCON54134.2021.9707412","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707412","Alzheimer's Disease;Magnetic Resonance Imaging;Convolutional Neural Network","Deep learning;Magnetic resonance imaging;Computational modeling;Biological system modeling;Computer architecture;Brain modeling;Alzheimer's disease","","","","19","IEEE","16 Feb 2022","","","IEEE","IEEE Conferences"
"Developing methodologies to evaluate benefits and costs of Arterial Spin Labeling in Alzheimer's Disease","M. T. Rodrigues; M. D. Oliveira; M. T. Peña","IN+ Center for Innovation, Technical University of Lisbon, Lisboa, Portugal; Centre for Management Studies of Instituto Superior Técnico (CEG-IST), Technical University of Lisbon, Lisboa, Portugal; Centro de Física Teorica de Particulas, Technical University of Lisbon, Lisboa, Portugal",1st Portuguese Biomedical Engineering Meeting,"22 Sep 2011","2011","","","1","6","We developed a methodology to perform an economic evaluation of the Arterial Spin Labeling (ASL) MRI technology in the diagnosis of Alzheimer's Disease. The evaluation was designed to inform about the potential of this new technology in generating benefits while controlling costs. After surveying all relevant literature and data, we set up a decision model based on a Markov cycle tree and applied it to compare costs and benefits of four different diagnostic strategies: ""PET"", ""MRI-DSC"", ""MRI-ASL"" and ""No Exam"". By using available input data from diverse studies and by taking, when it existed, Portuguese data, the model allowed us to calculate incremental cost-effectiveness ratios between the different diagnosis strategies. Although the model is sensitive to MRI-ASL cost, to MRI-ASL performance values or to the treatment time span, we found evidence for MRI-ASL to be the dominating strategy, being cost effective in comparison to all concurrent strategies, even when the uncertainty for several parameters is taken into account by using a Monte Carlo simulation method.","","978-1-4577-0523-6","10.1109/ENBENG.2011.6026091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6026091","Arterial Spin Labeling;Alzheimer's Disease;Dementia Diagnosis;Economic Evaluation","Markov processes;Positron emission tomography;Magnetic resonance imaging;Alzheimer's disease;Data models","","","","33","IEEE","22 Sep 2011","","","IEEE","IEEE Conferences"
"A Gaussian discriminant analysis-based generative learning algorithm for the early diagnosis of mild cognitive impairment in Alzheimer's disease","C. Fang; C. Li; M. Cabrerizo; A. Barreto; J. Andrian; D. Loewenstein; R. Duara; M. Adjouadi","Center for Advanced Technology and Education, Florida International University, Miami, Florida; Center for Advanced Technology and Education, Florida International University, Miami, Florida; Center for Advanced Technology and Education, Florida International University, Miami, Florida; Center for Advanced Technology and Education, Florida International University, Miami, Florida; Center for Advanced Technology and Education, Florida International University, Miami, Florida; Psychological Services and Neuropsychology Laboratory, University of Miami, Miami, Florida; Florida Alzheimer's Disease Research Center (ADRC), University of Florida, Gainesville, Florida; Florida Alzheimer's Disease Research Center (ADRC), University of Florida, Gainesville, Florida",2017 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"18 Dec 2017","2017","","","538","542","Over the past few years, several approaches have been proposed to assist in the early diagnosis of Alzheimer's disease (AD) and its prodromal stage of mild cognitive impairment (MCI). For solving this high dimensional classification problem, the widely used algorithm remains to be Support Vector Machines (SVM). But due to the high variance of the data, the classification performance of SVM remains unsatisfactory, especially for delineating the MCI group from the cognitively normal control (CN) group. This study introduces a novel algorithm based on the Gaussian discriminant analysis (GDA) for a more effective and accurate classification performance. Subjects considered in this study included 190 CN, 305 MCI, and 133 AD subjects. Using 75% of the data as the training set with a tenfold cross validation, the proposed algorithm achieved an average accuracy of 94.17%, a sensitivity of 93.00%, and a specificity of 95.00% for discriminating AD from CN; and an average accuracy of 84.86%, a sensitivity of 84.78%, and a specificity of 85.00% for discriminating MCI from CN. Then a true test was implemented for the remaining 25% data, for discriminating specifically MCI from CN, resulting in an accuracy of 82.20%, a sensitivity of 83.10%, and a specificity of 80.85%. As revealed through the literature, these results involving the delineation of the MCI group from CN could be considered as the best classification performance obtained so far. This study also shows that by separating left and right hemispheres of the brain into two decision spaces, then combining the results of these two spaces, the classification performance can be improved significantly; an assertion proven in this study.","","978-1-5090-3050-7","10.1109/BIBM.2017.8217705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8217705","Gaussian discriminant analysis;mild cognitive impairment;Alzheimer's disease;machine learning","Dementia;Sensitivity;Classification algorithms;Algorithm design and analysis;Support vector machines","","6","","22","IEEE","18 Dec 2017","","","IEEE","IEEE Conferences"
"Automated Offline Smartphone-Assisted Microfluidic Paper-Based Analytical Device for Biomarker Detection of Alzheimer’s Disease","S. Duan; R. Yong; H. Yuan; T. Cai; K. Huang; K. Hoettges; E. G. Lim; P. Song","School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou, China; School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou, China; School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou, China; School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou, China; Department of Electrical and Computer Engineering, Duke Kunshan University, Kunshan, China; Department of Electrical and Electronic Engineering, University of Liverpool, Liverpool, UK; School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou, China; School of Advanced Technology, Xi'an Jiaotong-Liverpool University, Suzhou, China",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","5","This paper presents a smartphone-assisted microfluidic paper-based analytical device (μPAD), which was applied to detect Alzheimer’s disease biomarkers, especially in resource-limited regions. This device implements deep learning (DL)-assisted offline smartphone detection, eliminating the requirement for large computing devices and cloud computing power. In addition, a smartphone-controlled rotary valve enables a fully automated colorimetric enzyme-linked immunosorbent assay (c-ELISA) on μPADs. It reduces detection errors caused by human operation and further increases the accuracy of μPAD c-ELISA. We realized a sandwich c-ELISA targeting β-amyloid peptide 1-42 (Aβ 1-42) in artificial plasma, and our device provided a detection limit of 15.07 pg/mL. We collected 750 images for the training of the DL YOLOv5 model. The training accuracy is 88.5%, which is 11.83% higher than the traditional curve-fitting result analysis method. Utilizing the YOLOv5 model with the NCNN framework facilitated offline detection directly on the smartphone. Furthermore, we developed a smartphone application to operate the experimental process, realizing user-friendly rapid sample detection.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10781517","State Key Laboratory for Manufacturing Systems Engineering; Ministry of Education; Jilin University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10781517","Offline smartphone-assisted detection;Microfluidic paper-based analytical device;Deep learning;Alzheimer’s disease","YOLO;Training;Adaptation models;Accuracy;Biomarkers;Valves;Plasmas;Curve fitting;Alzheimer's disease;Microfluidics","Smartphone;Alzheimer Disease;Humans;Biomarkers;Paper;Amyloid beta-Peptides;Enzyme-Linked Immunosorbent Assay;Microfluidic Analytical Techniques;Automation;Lab-On-A-Chip Devices;Peptide Fragments;Deep Learning","","","20","IEEE","17 Dec 2024","","","IEEE","IEEE Conferences"
