"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Suppression of Beta Oscillations in a Parkinson's Disease Model by Dynamic Delayed Feedback Control","S. Ji; Y. Che; J. Yang; S. Li; R. Wang","Tianjin Key Laboratory of Information Sensing & Intelligent Control, School of Automation and Electrical Engineering, Tianjin University of Technology and Education, Tianjin, P. R. China; Tianjin Key Laboratory of Information Sensing & Intelligent Control, School of Automation and Electrical Engineering, Tianjin University of Technology and Education, Tianjin, P. R. China; Tianjin Key Laboratory of Information Sensing & Intelligent Control, School of Automation and Electrical Engineering, Tianjin University of Technology and Education, Tianjin, P. R. China; Tianjin Key Laboratory of Information Sensing & Intelligent Control, School of Automation and Electrical Engineering, Tianjin University of Technology and Education, Tianjin, P. R. China; School of Information Technology Engineering,Tianjin University of Technology and Education, Tianjin, P. R. China",2023 42nd Chinese Control Conference (CCC),"18 Sep 2023","2023","","","6818","6822","Deep brain stimulation (DBS) is the main technique for the treatment of Parkinson's disease (PD) at present. In this paper, we propose a DBS scheme based on dynamic delayed feedback control for suppression of beta oscillations in a PD model. First, we simulate normal and PD states of cerebral cortex basal nucleus thalamic neural circuit using a simplified subthalamic nucleus (STN)-external globus pallidus (GPe) neural network computational model. Then, a dynamic delayed feedback control scheme is designed to optimize the DBS technique for suppression of beta oscillations in PD state. Finally, two evaluation indexes, inhibition index and control energy index, are proposed to evaluate the control performance. It is found that, in a large range of control parameter space, the dynamic delayed feedback control scheme based DBS can effectively suppress the oscillations in the beta band of Parkinson's state.","1934-1768","978-988-75815-4-3","10.23919/CCC58697.2023.10241154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10241154","Parkinson's disease;Deep brain stimulation;Subthalamic nucleus (STN)-external globus pallidus (GPe);Dynamic delayed feedback","Parkinson's disease;Computational modeling;Satellite broadcasting;Aerospace electronics;Brain modeling;Feedback control;Indexes","","","","17","","18 Sep 2023","","","IEEE","IEEE Conferences"
"Early detection of Parkinson's disease through shape based features from 123I-Ioflupane SPECT imaging","N. A. Bhalchandra; R. Prashanth; S. D. Roy; S. Noronha","Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India; Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India; Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India; Department of Chemical Engineering, Indian Institute of Technology Bombay, Mumbai, India",2015 IEEE 12th International Symposium on Biomedical Imaging (ISBI),"23 Jul 2015","2015","","","963","966","Detection of Parkinson's disease (PD) at an early stage is important for effective management and for initiating neuroprotective strategies early in the therapeutic process. Single photon emission computed tomography (SPECT) using 123I-Ioflupane (DaTSCANTM, GE Healthcare; also known as [123I]FP-CIT) have shown to be a sensitive marker for PD even in the early stages of the disease. In this paper, we carry out image processing to compute shape-based features which are radial and gradient features from SPECT scans from 163 early-stage PD and 187 healthy normal subjects obtained from the Parkinson's Progression Markers Initiative (PPMI), and use them along with the striatal binding ratio (SBR) values, also provided by the PPMI as features to classify between the two using Discriminant Analysis and Support Vector Machine (SVM). We observe a high accuracy of 99.42% in classification. It is inferred that such models can aid clinicians in the early diagnostics of PD.","1945-8452","978-1-4799-2374-8","10.1109/ISBI.2015.7164031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7164031","Parkinson's disease;Computer-aided early detection;Pattern analysis;Linear Discriminant Analysis (LDA);Support Vector Machine (SVM)","Single photon emission computed tomography;Feature extraction;PD control;Support vector machines;Accuracy;Parkinson's disease","","14","","19","IEEE","23 Jul 2015","","","IEEE","IEEE Conferences"
"PdAssist: Objective and quantified symptom assessment of Parkinson's disease via smartphone","Y. Chen; X. Yang; B. Chen; C. Miao; H. Yu","The Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China; The Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China; Beijing Key Laboratory for Parkinson's Disease, Beijing, China; Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY), Nanyang Technologies University, Singapore; The Beijing Key Laboratory of Mobile Computing and Pervasive Device, Beijing, China",2017 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"18 Dec 2017","2017","","","939","945","In clinical settings, the assessment of Parkinson's disease (PD) mainly depends on the doctor's experience and observation. Such assessment often lacks of unified standards and may result in varied diagnoses among different doctors. To cope with this problem, we propose an objective and quantified symptom assessment tool of PD on mobile devices, based on the Unified Parkinson's Disease Rating Scale (UPDRS). The mobile PD assessment tool, PdAssit, assesses PD symptoms by actively delivering six tasks and generates scores equivalent to UPDRS using machines learning models. PdAssit is applied in three essential applications, including medication response detection, symptom self-tracking and diagnostic assistance. The feasibility and effectiveness of PdAssit is demonstrated through clinical experiments.","","978-1-5090-3050-7","10.1109/BIBM.2017.8217783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8217783","Parkinson's disease;smartphone;symptom assessment","Feature extraction;Parkinson's disease;Sensors;Accelerometers;Time-domain analysis;Tools","","10","","28","IEEE","18 Dec 2017","","","IEEE","IEEE Conferences"
"From Data to Diagnosis: Utilizing Deep Belief Networks for Early Parkinson's Disease Detection","S. Mehta; S. Khurana","Centre for Research Impact & Outcome, Chitkara University Institute of Engineering and Technology Chitkara University, Rajpura, Punjab, India; Chitkara Centre for Research and Development, Chitkara University, Himachal Pradesh, India",2024 International Conference on Artificial Intelligence and Emerging Technology (Global AI Summit),"9 Apr 2025","2024","","","347","351","Parkinson's disease is a progressive neurodegenerative disorder characterized by progressive deterioration of symptoms, whereby the afflicted individuals' standards of living are significantly diminished. Ideally, identification is the best practice for control and intervention; nevertheless, traditional approaches used in diagnosing may fail to detect the disease during its early stage. This paper aims to determine whether DBNs are suitable for detecting PD early since they can assess complicated and high-dimensional medical information. During the DBN modelling, the data used here were trained and tested using publicly available datasets, and the accuracy level recorded was 92 percent. In comparison, the sensitivity was 90 percent, and the specificity was 94 percent. The ROC-AVC of the timing of task execution was calculated to be 0. 95 percent in the diagnostic capacity, which indeed indicates the high level had been maintained. According to the above results, the DBN model provided superior performance to other diagnostic methods, which include a low false-negative rate. Traditional techniques, where the diagnosis depends on a doctor's assignment and imaging techniques, are usually less accurate and take more time to detect diseases early. It is crucial to note that this research proves the DBN model's feature of recognizing little deviations that hint at early-stage Parkinson's disease, making for a robust and practical diagnostic application. In clinical practice, the DBN model has been used numerous times, all of which pointed to the identification of early-stage Parkinson's disease patients who had not been diagnosed at all or were diagnosed with other disorders.","","979-8-3503-7971-6","10.1109/GlobalAISummit62156.2024.10947917","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10947917","Deep Belief Network;Convolutional Neural Networks;Parkinson's Diseases;Deep Learning;Decentralized Machine Learning;Privacy-Preserving AI","Solid modeling;Accuracy;Sensitivity;Parkinson's disease;Solids;Data models;Timing;Reliability;Medical diagnostic imaging;Standards","","","","20","IEEE","9 Apr 2025","","","IEEE","IEEE Conferences"
"Flexible Forearm Triboelectric Sensors for Parkinson's Disease Diagnosing and Monitoring","D. F. V. A; T. He; J. -M. Redoute; C. Lee; M. R. Yuce","Department of Electrical and Computer Systems Engineering, Monash University, Melbourne, Victoria, Australia; Department of Electrical and Computer Engineering and Center for Intelligent Sensors and MEMS (CISM), National University of Singapore, Singapore, Singapore; Department of Electrical and Computer Systems Engineering, Monash University, Melbourne, Victoria, Australia; Department of Electrical and Computer Engineering and Center for Intelligent Sensors and MEMS (CISM), National University of Singapore, Singapore, Singapore; Department of Electrical and Computer Systems Engineering, Monash University, Melbourne, Victoria, Australia",2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"8 Sep 2022","2022","","","4909","4912","Existing approaches that assess and monitor the severity of Parkinson's Disease (PD) focus on the integration of wearable devices based on inertial sensors (accelerometers, gyroscopes) and electromyographic (EMG) transducers. Nevertheless, some of these sensors are bulky and lack comfortability. This manuscript presents triboelectric nanogenerators (TENGs) as an alternative stretchable sensor solution enabling PD monitoring systems. The prototype has been developed using a triboelectric sensor based on Ecoflex™ and PEDOT:PSS that is placed on the forearm. The movement of the skin above the forearm muscles and tendons correlates with the extension and flexion of fingers and hands. This way, the small gap of 0.5 cm between the polymer layers is displaced, generating voltage due to the triboelectric contact. Signals from preliminary experiments can discriminate different dynamics of emulated tremor and bradykinesia in hands and fingers. A modified version of the TS is integrated with a printed circuit board (PCB) in a single package with signal conditioning and wireless data transmission. The sensor platforms have demonstrated a good sensitivity to PD symptoms like bradykinesia and tremor based on the Unified Parkinson's Disease Rating Scale (MDS:UPDRS).","2694-0604","978-1-7281-2782-8","10.1109/EMBC48229.2022.9871644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9871644","","Performance evaluation;Transducers;Parkinson's disease;Wearable computers;Voltage;Muscles;Rigidity","Forearm;Humans;Hypokinesia;Parkinson Disease;Tremor;Upper Extremity","1","","23","IEEE","8 Sep 2022","","","IEEE","IEEE Conferences"
"A Deep Learning Hybrid Model for Parkinson's Disease Diagnosis Based on Electroencephalogram Signals","J. Li; X. Cao; B. Hou; X. Li; Q. -A. Ding","College of Electronic and Information Engineering, Shandong University of Science and Technology, Qingdao, China; College of Electronic and Information Engineering, Shandong University of Science and Technology, Qingdao, China; West Coast Campus, The Affiliated Hospital of Qingdao University, Qingdao, China; West Coast Campus, The Affiliated Hospital of Qingdao University, Qingdao, China; College of Electronic and Information Engineering, Shandong University of Science and Technology, Qingdao, China",2023 17th International Conference on Complex Medical Engineering (CME),"25 Jun 2024","2023","","","55","58","Parkinson's disease (PD) often unable to be detected at an early stage because some of its symptoms are confused with aging, which makes the professional neurologists' clinical diagnosis limited. This study proposes a deep learning hybrid model based on resting-state electroencephalogram (EEG) to help neurologists diagnose the PD in a correct and timely manner. The model, consisting of convolutional neural network (CNN) to extract characteristics and recurrent neural network (RNN) to capture time dependence, has been evaluated on two public datasets (UNM dataset and UI dataset). The result indicates that the presented hybrid model has a very high accuracy on the public datasets. Thus, the model is expected to be a reliable and non-invasive technique for PD detection using EEG.","","979-8-3503-1611-7","10.1109/CME60059.2023.10565623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10565623","Parkinson's disease;Deep learning;Convolutional neural network;Electroencephalogram","Deep learning;Training;Accuracy;Recurrent neural networks;Parkinson's disease;Brain modeling;Feature extraction","","2","","16","IEEE","25 Jun 2024","","","IEEE","IEEE Conferences"
"Quantitative assessment of Parkinson's disease with multiple wearable devices","Q. Bai; H. Zhang; C. Mao; L. Li; Q. Yu; B. Xu; T. Shen; C. Liu; S. Wang","Chinese Academy of Science, Suzhou Institute of Biomedical Engineering and Technology, Beijing, China; Department of Neurology, Soochow University, Suzhou, China; Department of Neurology, Soochow University, Suzhou, China; Chinese Academy of Science, Suzhou Institute of Biomedical Engineering and Technology, Beijing, China; Chinese Academy of Science, Suzhou Institute of Biomedical Engineering and Technology, Beijing, China; Chinese Academy of Science, Suzhou Institute of Biomedical Engineering and Technology, Beijing, China; Chinese Academy of Science, Suzhou Institute of Biomedical Engineering and Technology, Beijing, China; Department of Neurology, Soochow University, Suzhou, China; Chinese Academy of Science, Suzhou Institute of Biomedical Engineering and Technology, Beijing, China",2016 IEEE 13th International Conference on Signal Processing (ICSP),"16 Mar 2017","2016","","","1848","1851","With the aging of the population, Parkinson's disease (PD) is increasing and severely threating to human life and health. Quantitative assessment of the symptoms in PD is the key for precise diagnosis and treatment and essential for long term management over years. Currently, the evaluation of the symptoms in PD mainly relies on Unified Parkinson's Disease Rating Scale (UPDRS), which is affected by the subjective judgment of the clinicians. In this paper, we developed a new method for quantitative assessment of the motor symptoms in PD with multiple wearable devices. The method was used in conjunction with UPDRS assessment, and movement monitoring during sleep.","2164-5221","978-1-5090-1345-6","10.1109/ICSP.2016.7878148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7878148","quantitative assessment;motor symptoms;signal processing;wireless","Acceleration;Monitoring;Legged locomotion;Parkinson's disease;Biomedical monitoring;Angular velocity","","","","10","IEEE","16 Mar 2017","","","IEEE","IEEE Conferences"
"Body-Sensor-Network-Based Kinematic Characterization and Comparative Outlook of UPDRS Scoring in Leg Agility, Sit-to-Stand, and Gait Tasks in Parkinson's Disease","F. Parisi; G. Ferrari; M. Giuberti; L. Contin; V. Cimolin; C. Azzaro; G. Albani; A. Mauro","CNIT Research Unit of Parma and the Department of Information Engineering, University of Parma, Parma, Italy; CNIT Research Unit of Parma and the Department of Information Engineering, University of Parma, Parma, Italy; Xsens Technologies B.V., Enshede, AN, The Netherlands; Research & Prototyping, Telecom Italia, Turin, Italy; Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy; Division of Neurology and Neurorehabilitation, Istituto Auxologico Italiano, IRCCS, Piancavallo, (VB), Italy; Division of Neurology and Neurorehabilitation, Istituto Auxologico Italiano, IRCCS, Piancavallo, (VB), Italy; Department of Neurosciences, University of Turin, Turin, Italy",IEEE Journal of Biomedical and Health Informatics,"20 May 2017","2015","19","6","1777","1793","Recently, we have proposed a body-sensor-network-based approach, composed of a few body-worn wireless inertial nodes, for automatic assignment of Unified Parkinson's Disease Rating Scale (UPDRS) scores in the following tasks: Leg agility (LA), Sit-to-Stand (S2S), and Gait (G). Unlike our previous works and the majority of the published studies, where UPDRS tasks were the sole focus, in this paper, we carry out a comparative investigation of the LA, S2S, and G tasks. In particular, after providing an accurate description of the features identified for the kinematic characterization of the three tasks, we comment on the correlation between the most relevant kinematic parameters and the UPDRS scoring. We analyzed the performance achieved by the automatic UPDRS scoring system and compared the estimated UPDRS evaluation with the one performed by neurologists, showing that the proposed system compares favorably with typical interrater variability. We then investigated the correlations between the UPDRS scores assigned to the various tasks by both the neurologists and the automatic system. The results, based on a limited number of subjects with Parkinson's disease (PD) (34 patients, 47 clinical trials), show poor-to-moderate correlations between the UPDRS scores of different tasks, highlighting that the patients' motor performance may vary significantly from one task to another, since different tasks relate to different aspects of the disease. An aggregate UPDRS score is also considered as a concise parameter, which can provide additional information on the overall level of the motor impairments of a Parkinson's patient. Finally, we discuss a possible implementation of a practical e-health application for the remote monitoring of PD patients.","2168-2208","","10.1109/JBHI.2015.2472640","Italian Ministry of Health(grant numbers:RF-2009-1472190); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7222382","Body Sensor Network (BSN);Inertial Measurement Unit (IMU);Parkinson’s Disease (PD);Unified Parkinson’s Disease Rating Scale (UPDRS);Leg Agility (LA) task;Sit-to- Stand (S2S) task;Gait (G) task;Body sensor network (BSN);gait (G) task;inertial measurement unit (IMU);leg agility (LA) task;Parkinson's disease (PD);sit-to-stand (S2S) task;unified Parkinson's disease rating scale (UPDRS)","Kinematics;Feature extraction;Parkinson's disease;Body sensor networks","Adult;Aged;Biomechanical Phenomena;Female;Gait;Humans;Male;Middle Aged;Parkinson Disease;Posture;Telerehabilitation","78","","31","IEEE","25 Aug 2015","","","IEEE","IEEE Journals"
"The Impact of Deep Belief Networks on the Early Diagnosis of Parkinson's Disease","S. Vats; S. Mehta","Computer Science and Engineering, Graphic Era Hill University; Adjunct professor, Graphic Era Deemed to be University, Dehradun, India; Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, India",2024 5th International Conference on Electronics and Sustainable Communication Systems (ICESC),"2 Oct 2024","2024","","","980","984","PD, or Parkinson's Disease, is a neurodegenerative disorder that commonly disorients movement abilities. Hence, correctly identifying this disease at its early stages is essential for appropriate treatment. The conventional diagnostic methods are usually not able to accurately identify the early signs of Parkinson's disease (PD) as they depend on the visible symptoms and the patient's self-reports. The study suggests deploying a deep belief network (DBN) method, considered a highly advanced machine learning algorithm, which is more of a memory structure capable of learning deeply and hierarchically. Their study implied the use of a DBM model for a diverse data set of 500 PD subjects suspected to have disease in its early stage. The dataset contains medical records, speaking analysis, audio recordings of subjects, and biometric monitoring. The model was trained using a two-phase training approach. The first phase is an unsupervised pre-training process to learn general characteristics. The results were very encouraging: the DBN model achieved an accuracy of 93%, yielded a sensitivity of 90%, specificity of 93% and AVC of 0. 7. 97. The performance of these measures was better than that of the ordinary diagnostic methods, which had an accuracy of 85%, a sensitivity of 80%, a specificity of 85% and an AVC of 0.85.","2996-5357","979-8-3503-7994-5","10.1109/ICESC60852.2024.10690058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10690058","Deep Belief Network;Convolutional Neural Networks;Parkinson Diseases;Deep Learning;Decentralized Machine Learning;Privacy-Preserving AI","Biometrics;Training;Accuracy;Sensitivity;Parkinson's disease;Biological system modeling;Neural networks;Data models;Monitoring;Medical diagnostic imaging","","1","","18","IEEE","2 Oct 2024","","","IEEE","IEEE Conferences"
"Fox- Based Feature Selection Algorithm for Detection of Parkinson's Disease","N. Singh; S. Sinha; L. Singh","Amity Institute of Information Technology, Amity University, Noida, Uttar Pradesh, India; Amity Institute of Information Technology, Amity University, Noida, Uttar Pradesh, India; Dept. of Computer Science (AI- ML), KIET Group of Institutions, Ghaziabad, Uttar Pradesh, India",2024 IEEE 16th International Conference on Computational Intelligence and Communication Networks (CICN),"27 Jan 2025","2024","","","1435","1440","This research presents a FOX based feature selection method for detecting Parkinson's disease (PD). PD is a progressive neurological ailment that requires early detection for optimal treatment. The proposed method improves diagnostic accuracy by picking a small subset of discriminative features from high-dimensional data, resulting in better model interpretability and computational economy. Extensive research on several PD datasets reveals that the approach outperforms in both feature selection and disease detection accuracy. Comparative analyses using existing machine learning approaches demonstrate the efficacy of the FOX method. Furthermore, the selected features provide important insights into the underlying biomarkers associated with PD pathogenesis. The proposed FOX-based algorithm provides a viable option for early PD detection, with practical applications for improving patient outcomes through timely intervention and individualized treatment regimens.","2472-7555","979-8-3315-0526-4","10.1109/CICN63059.2024.10847338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10847338","Parkinson's Disease;Fox- Optimization Algorithm;Feature Selection;Machine Learning Models","Machine learning algorithms;Accuracy;Parkinson's disease;High dimensional data;Computational modeling;Soft sensors;Pathogenesis;Feature extraction;Optimization;Computational intelligence","","","","27","IEEE","27 Jan 2025","","","IEEE","IEEE Conferences"
"An Automatic Detection Method for Bradykinesia in Parkinson's Disease Based on Inertial Sensor","H. Juanjuan; Y. zhiming; W. Jianguo; L. Bochen; Y. Xianjun","Institute of Intelligent Machines, CASHIPS University of Science and Technology of China, Hefei, China; Institute of Intelligent Machines, CASHIPS University of Science and Technology of China, Hefei, China; Institute of Intelligent Machines, Hefei Institute of Physical Science, CAS, Hefei, China; Institute of Intelligent Machines, Hefei Institute of Physical Science, CAS, Hefei, China; Institute of Intelligent Machines, Hefei Institute of Physical Science, CAS, Hefei, China",2020 IEEE 3rd International Conference on Electronics Technology (ICET),"17 Jun 2020","2020","","","166","169","Parkinson's disease (PD) and Parkinson's syndrome (PS) are common neurodegenerative diseases that occur in the elderly. Bradykinesia is a typical motor symptom of PD and PS.This paper is mainly based on the inertial sensor to collect the upper limb movement signals of Parkinson's disease, extract the corresponding characteristics, and use the neural network multi-layer perceptron (MLP) model to automatically detect the bradykinesia of Parkinson's disease. The experimental results show that the classification accuracy of neural network multi-layer perceptron algorithm for Parkinson's disease and normal subjects is over 90%, and the classification accuracy for normal subjects, Parkinson's disease and Parkinson's syndrome is 85%.This study shows the feasibility of using wearable devices to quantitatively evaluate the motor symptoms of patients with Parkinson's disease and Parkinson's syndrome, and the extracted quantitative indicators and detection methods have certain reference value for future related studies.","","978-1-7281-6283-6","10.1109/ICET49382.2020.9119604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9119604","Parkinson's diseases;inertial sensor;UPDRS;RMS;artificial neural network","Performance evaluation;Parkinson's disease;Inertial sensors;Wearable computers;Conferences;Neural networks;Senior citizens","","9","","12","IEEE","17 Jun 2020","","","IEEE","IEEE Conferences"
"Assessment of Motor Impairments in Early Untreated Parkinson's Disease Patients: The Wearable Electronics Impact","M. Ricci; G. Di Lazzaro; A. Pisani; N. B. Mercuri; F. Giannini; G. Saggio","Department of Electronic Engineering, University of Rome “Tor Vergata,”, Rome, Italy; Neurology Unit, Department of Systems Medicine, University of Rome “Tor Vergata,”, Rome, Italy; Neurology Unit, Department of Systems Medicine, University of Rome “Tor Vergata,”, Rome, Italy; Neurology Unit, Department of Systems Medicine, University of Rome “Tor Vergata,”, Rome, Italy; Department of Electronic Engineering, University of Rome “Tor Vergata,”, Rome, Italy; Department of Electronic Engineering, University of Rome “Tor Vergata,”, Rome, Italy",IEEE Journal of Biomedical and Health Informatics,"3 Jan 2020","2020","24","1","120","130","Objective: The complex nature of Parkinson's disease (PD) makes difficult to rate its severity, mainly based on the visual inspection of motor impairments. Wearable sensors have been demonstrated to help overcoming such a difficulty, by providing objective measures of motor abnormalities. However, up to now, those sensors have been used on advanced PD patients with evident motor impairment. As a novelty, here we report the impact of wearable sensors in the evaluation of motor abnormalities in newly diagnosed, untreated, namely de novo, patients. Methods: A network of wearable sensors was used to measure motor capabilities, in 30 de novo PD patients and 30 healthy subjects, while performing five motor tasks. Measurement data were used to determine motor features useful to highlight impairments and were compared with the corresponding clinical scores. Three classifiers were used to differentiate PD from healthy subjects. Results: Motor features gathered from wearable sensors showed a high degree of significance in discriminating the early untreated de novo PD patients from the healthy subjects, with 95% accuracy. The rates of severity obtained from the measured features are partially in agreement with the clinical scores, with some highlighted, though justified, exceptions. Conclusion: Our findings support the feasibility of adopting wearable sensors in the detection of motor anomalies in early, untreated, PD patients. Significance: This work demonstrates that subtle motor impairments, occurring in de novo patients, can be evidenced by means of wearable sensors, providing clinicians with instrumental tools as suitable supports for early diagnosis, and subsequent management.","2168-2208","","10.1109/JBHI.2019.2903627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8662663","IMU;machine learning;motion analysis;parkinson's disease;signal processing;wearable technology","Task analysis;Wearable sensors;Biomedical measurement;Parkinson's disease;Atmospheric measurements;Particle measurements","Accelerometry;Adult;Aged;Aged, 80 and over;Equipment Design;Female;Humans;Machine Learning;Male;Middle Aged;Monitoring, Physiologic;Movement;Parkinson Disease;Signal Processing, Computer-Assisted;Wearable Electronic Devices","63","","54","IEEE","7 Mar 2019","","","IEEE","IEEE Journals"
"What Engineering Technology Could Do for Quality of Life in Parkinson's Disease: A Review of Current Needs and Opportunities","J. A. Stamford; P. N. Schmidt; K. E. Friedl","Parkinson's Movement, The Cure Parkinson's Trust, London, U.K.; National Parkinson's Foundation, Miami, FL, USA; AIMBE",IEEE Journal of Biomedical and Health Informatics,"3 Nov 2015","2015","19","6","1862","1872","Parkinson's disease (PD) involves well-known motor symptoms such as tremor, rigidity, bradykinesia, and altered gait, but there are also nonlocomotory motor symptoms (e.g., changes in handwriting and speech) and even nonmotor symptoms (e.g., disrupted sleep, depression) that can be measured, monitored, and possibly better managed through activity-based monitoring technologies. This will enhance quality of life (QoL) in PD through improved self-monitoring and also provide information that could be shared with a healthcare provider to help better manage treatment. Until recently, nonmotor symptoms (“soft signs”) had been generally overlooked in clinical management, yet these are of primary importance to patients and their QoL. Day-to-day variability of the condition, the high variability in symptoms between patients, and the isolated snapshots of a patient in periodic clinic visits make better monitoring essential to the proper management of PD. Continuously monitored patterns of activity, social interactions, and daily activities could provide a rich source of information on status changes, guiding self-correction and clinical management. The same tools can be useful in earlier detection of PD and will improve clinical studies. Remote medical communications in the form of telemedicine, sophisticated tracking of medication use, and assistive technologies that directly compensate for disease-related challenges are examples of other near-term technology solutions to PD problems. Ultimately, a sensor technology is not good if it is not used. The Parkinson's community is a sophisticated early adopter of useful technologies and a group for which engineers can provide near-term gratifying benefits.","2168-2208","","10.1109/JBHI.2015.2464354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7177045","review article;activity;nonmotor symptoms;cognition;depression;sleep quality;exercise;patient perspective;Activity;cognition;depression;exercise;nonmotor symptoms;patient perspective;review article;sleep quality","Cognition;Sleep;Biomedical monitoring;Parkinson's disease;Mood","Biomedical Engineering;Depression;Exercise;Humans;Parkinson Disease;Quality of Life;Sleep","69","","112","IEEE","4 Aug 2015","","","IEEE","IEEE Journals"
"Impact of Surgical History on Parkinson's Disease Progression","V. Majhi; S. Paul; G. Saha","Department of Biomedical Engineering, North-Eastern Hill University, Shillong, India; Department of Biomedical Engineering, North-Eastern Hill University, Shillong, India; Department of Information Technology, North-Eastern Hill University, Shillong, India",2022 IEEE Delhi Section Conference (DELCON),"20 Apr 2022","2022","","","1","5","The records of surgical history are seen in approximately 89.74% closer to records of health records of patients with Parkinson's disease. However, compared to the control group, this ratio does not show very significant differences. However, one of the straightforward ideas we can get from this ratio is that for every 100 PD patients, 89 PD patients are undergoing at least one surgery in their lifetime. Therefore, it is essential to find the relationship between surgical history and the occurrence of PD. In this study, 12 surgical history-related questions were asked, classified into a PD group and a control group, and tested for gender (Male and Female). Significant participation in the surgical history of PD is seen, and in most cases, cranial or brain surgery has an 81% to 85% chance of developing PD.","","978-1-6654-5883-2","10.1109/DELCON54057.2022.9753658","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753658","Parkinson's disease (PD);Surgical History;Statistical Analysis;Cranial Surgery","Parkinson's disease;IEEE Sections;Conferences;Deep brain stimulation;Surgery;Aneurysm;History","","","","12","IEEE","20 Apr 2022","","","IEEE","IEEE Conferences"
"Capsule Networks with a Self-Attention Mechanism for Classification of Parkinson's Disase from Tremor","R. Ban","School of Information Engineering, Guangdong University of Technology, Guangzhou, China",2025 5th International Conference on Consumer Electronics and Computer Engineering (ICCECE),"15 May 2025","2025","","","86","92","The traditional diagnosis of Parkinson's disease (PD)primarily relies on the Unified Parkinson's Disease Rating Scale and the clinical experience of physicians, leading to significant subjectivity in diagnosis. To address this issue, we employ sensor systems to collect tremor parameters from PD patients and analyzed these collected data using traditional machine learning algorithms, providing an objective and quantitative diagnosis for PD. To obtain more comprehensive features, this study adopts the PKG wearable device to extract 12 tremor features from 100 PD patients, along with recording 9 scale-based features and 3 demographic characteristics. Furthermore, to overcome the issues of low accuracy and poor generalization ability of traditional machine learning methods, we propose a capsule network integrated with a self-attention mechanism (SA-CapsNet) for classifying and predicting early stage and moderate to advanced stage stage PD patients. We also utilize the Synthetic Minority Over-sampling Technique (SMOTE) to improve the model's ability to generalize. Lastly, The Shapley Additive exPlanations (SHAP) model is introduced to improve the interpretability of the predictive model, and feature analysis is conducted to identify the main factors influencing classification and prediction. Experimental results demonstrate that the SA-CapsNet method for PD can achieve an accuracy of 92.31%, precision of 82.19%, recall of 91.23%, specificity of 80.00%, and an F1 score of 85.25%. Therefore, the proposed SACapsNet method not only exhibits good generalization ability for small sample sizes and imbalanced class data but also effectively assists physicians in staging the severity of PD.","","979-8-3315-3311-3","10.1109/ICCECE65250.2025.10984872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10984872","Parkinson's Disease (PD);Wearable Sensor Devices;Rating Scale;Self-Attention Mechanism;Capsule Network","Support vector machines;Accuracy;Parkinson's disease;Medical services;Predictive models;Feature extraction;Sensor systems;Data mining;Wearable devices;Wearable sensors","","","","16","IEEE","15 May 2025","","","IEEE","IEEE Conferences"
