AUTHOR	TITLE	JOURNAL	LANGUANGE	DOCTYPE	KEYWORDS	ABSTRACT	AFFILIATION	DOI	PUBYEAR	PUBVOL	PUBISSUE	FPAGE	LPAGE	ARTNUMBER	PAGENUM
Kim, Hyojung; Ham, Sangwoo; Jo, Minkyung; Lee, Gum; Lee, Yun-Song; Shin, Joo-Ho; Lee, Yunjong	CRISPR-Cas9 Mediated Telomere Removal Leads to Mitochondrial Stress and Protein Aggregation	International Journal of Molecular Sciences	EN	Article	CRISPR-Cas9; telomere; aging; mitochondria; Parkinson’s disease	Aging is considered the major risk factor for neurodegenerative diseases including Parkinson’s disease (PD). Telomere shortening is associated with cellular senescence. In this regard, pharmacological or genetic inhibition of telomerase activity has been used to model cellular aging. Here, we employed CRISPR-Cas9 technology to instantly remove the telomere to induce aging in a neuroblastoma cell line. Expression of both Cas9 and guide RNA targeting telomere repeats ablated the telomere, leading to retardation of cell proliferation. Instant deletion of telomere in SH-SY5Y cells impaired mitochondrial function with diminished mitochondrial respiration and cell viability. Supporting the pathological relevance of cell aging by CRISPR-Cas9 mediated telomere removal, alterations were observed in the levels of PD-associated proteins including PTEN-induced putative kinase 1, peroxisome proliferator-activated receptor γ coactivator 1-α, nuclear respiratory factor 1, parkin, and aminoacyl tRNA synthetase complex interacting multifunctional protein 2. Significantly, α-synuclein expression in the background of telomere removal led to the enhancement of protein aggregation, suggesting positive feed-forward interaction between aging and PD pathogenesis. Collectively, our results demonstrate that CRISPR-Cas9 can be used to efficiently model cellular aging and PD.	Division of Pharmacology, Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Samsung Biomedical Research Institute, Suwon, Gyeonggi-do 440-746, Korea	10.3390/ijms18102093	2017	18	10	-	-	2093	-
Memedi, Mevludin; Tshering, Gaki; Fogelberg, Martin; Jusufi, Ilir; Kolkowska, Ella; Klein, Gunnar	An Interface for IoT: Feeding Back Health-Related Data to Parkinson’s Disease Patients	Journal of Sensor and Actuator Networks	EN	Article	information visualization; user-centered design; internet of things; sensor technology; Parkinson’s disease; patient empowerment; quality of life	This paper presents a user-centered design (UCD) process of an interface for Parkinson’s disease (PD) patients for helping them to better manage their symptoms. The interface is designed to visualize symptom and medication information, collected by an Internet of Things (IoT)-based system, which will consist of a smartphone, electronic dosing device, wrist sensor and a bed sensor. In our work, the focus is on measuring data related to some of the main health-related quality of life aspects such as motor function, sleep, medication compliance, meal intake timing in relation to medication intake, and physical exercise. A mock-up demonstrator for the interface was developed using UCD methodology in collaboration with PD patients. The research work was performed as an iterative design and evaluation process based on interviews and observations with 11 PD patients. Additional usability evaluations were conducted with three information visualization experts. Contributions include a list of requirements for the interface, results evaluating the performance of the patients when using the demonstrator during task-based evaluation sessions as well as opinions of the experts. The list of requirements included ability of the patients to track an ideal day, so they could repeat certain activities in the future as well as determine how the scores are related to each other. The patients found the visualizations as clear and easy to understand and could successfully perform the tasks. The evaluation with experts showed that the visualizations are in line with the current standards and guidelines for the intended group of users. In conclusion, the results from this work indicate that the proposed system can be considered as a tool for assisting patients in better management of the disease by giving them insights on their own aggregated symptom and medication information. However, the actual effects of providing such feedback to patients on their health-related quality of life should be investigated in a clinical trial.	Informatics, Business School, Örebro University, 70281 Örebro, Sweden	10.3390/jsan7010014	2018	7	1	-	-	14	-
Robinson-Agramonte, María; Pedre, Lourdes; Serrano-Barrera, Orlando	Neuroimmunology Research. A Report from the Cuban Network of Neuroimmunology	Behavioral Sciences	EN	Conference Report	neuroimmunology; neurodevelopmental disorders; neurodegenerative disorders; non-invasive brain stimulation; Alzheimer disease’s; Parkinson’s disease; autism; demyelinating disease; neuropsychology; ataxy	Neuroimmunology can be traced back to the XIX century through the descriptions of some of the disease’s models (e.g., multiple sclerosis and Guillain Barret syndrome, amongst others). The diagnostic tools are based in the cerebrospinal fluid (CSF) analysis developed by Quincke or in the development of neuroimmunotherapy with the earlier expression in Pasteur’s vaccine for rabies. Nevertheless, this field, which began to become delineated as an independent research area in the 1940s, has evolved as an innovative and integrative field at the shared edges of neurosciences, immunology, and related clinical and research areas, which are currently becoming a major concern for neuroscience and indeed for all of the scientific community linked to it. The workshop focused on several topics: (1) the molecular mechanisms of immunoregulation in health and neurological diseases, (like multiple sclerosis, autism, ataxias, epilepsy, Alzheimer and Parkinson’s disease); (2) the use of animal models for neurodegenerative diseases (ataxia, fronto-temporal dementia/amyotrophic lateral sclerosis, ataxia-telangiectasia); (3) the results of new interventional technologies in neurology, with a special interest in the implementation of surgical techniques and the management of drug-resistant temporal lobe epilepsy; (4) the use of non-invasive brain stimulation in neurodevelopmental disorders; as well as (5) the efficacy of neuroprotective molecules in neurodegenerative diseases. This paper summarizes the highlights of the symposium.	Neuroimmunology Laboratory, Immunochemical Department, International Center for Neurological Restoration, Ave 25 # 15805 b/w 158 and 160, Playa, Havana 11300, Cuba	10.3390/bs8050047	2018	8	5	-	-	47	-
Liu, Jingjing; Yang, Lingling; Dong, Yanhong; Zhang, Bo; Ma, Xueqin	Echinacoside, an Inestimable Natural Product in Treatment of Neurological and other Disorders	Molecules	EN	Review	echinacoside; preparation; pharmacokinetics; Parkinson’s disease; Alzheimer’s disease	Echinacoside (ECH), a natural phenylethanoid glycoside, was first isolated from Echinacea angustifolia DC. (Compositae) sixty years ago. It was found to possess numerous pharmacologically beneficial activities for human health, especially the neuroprotective and cardiovascular effects. Although ECH showed promising potential for treatment of Parkinson’s and Alzheimer’s diseases, some important issues arose. These included the identification of active metabolites as having poor bioavailability in prototype form, the definite molecular signal pathways or targets of ECH with the above effects, and limited reliable clinical trials. Thus, it remains unresolved as to whether scientific research can reasonably make use of this natural compound. A systematic summary and knowledge of future prospects are necessary to facilitate further studies for this natural product. The present review generalizes and analyzes the current knowledge on ECH, including its broad distribution, different preparation technologies, poor pharmacokinetics and kinds of therapeutic uses, and the future perspectives of its potential application.	Department of Pharmaceutical Analysis, School of Pharmacy, Ningxia Medical University, 1160 Shenli Street, Yinchuan 750004, China	10.3390/molecules23051213	2018	23	5	-	-	1213	-
Cox, Nicholas; Louie, Jessica; Sederholm, Benson	Inappropriate Medication Use in Hospitalized Patients Diagnosed with Parkinson’s Disease	Pharmacy	EN	Article	Parkinson’s disease; medication errors; drug-related side effects and adverse reactions; antipsychotic agents	The purpose of this study was to evaluate the rate at which potentially inappropriate medications were administered for patients diagnosed with Parkinson’s disease (PD). This is a single-center, retrospective, case cohort study with data collected at an academic medical center between January 2010 and December 2013. Participants included all adult patients with admission diagnosis codes for PD. Included patients were screened for administrations of 27 potentially inappropriate medications and two potentially appropriate medications to be used for comparison. There were 1736 patients who met inclusion criteria with 175 documented administrations of potentially inappropriate medications to 77 patients. Patients who received potentially inappropriate medications had a longer mean duration of stay than the baseline population of PD patients (3.3 days vs. 1.9 days, p-value < 0.001). Despite recommendations to avoid certain medications in PD patients, a substantial number of administrations still occurred. The use of these medications can have clinical implications and our findings demonstrate increases in duration of stay. The findings from this study can assist in developing technological alerts to reduce inappropriate prescribing to PD patients. Larger prospective studies are warranted to further investigate the administration of inappropriate medications to patients diagnosed with PD.	Department of Pharmacotherapy, University of Utah College of Pharmacy, 30 S. 2000 E., Salt Lake City, UT 84112, USA	10.3390/pharmacy6030100	2018	6	3	-	-	100	-
Ashouri Vajari, Danesh; Vomero, Maria; Erhardt, Johannes; Sadr, Ali; Ordonez, Juan; Coenen, Volker; Stieglitz, Thomas	Integrity Assessment of a Hybrid DBS Probe that Enables Neurotransmitter Detection Simultaneously to Electrical Stimulation and Recording	Micromachines	EN	Article	deep brain stimulation; fast scan cyclic voltammetry; dopamine; glassy carbon electrode; magnetic resonance imaging	Deep brain stimulation (DBS) is a successful medical therapy for many treatment resistant neuropsychiatric disorders such as movement disorders; e.g., Parkinson’s disease, Tremor, and dystonia. Moreover, DBS is becoming more and more appealing for a rapidly growing number of patients with other neuropsychiatric diseases such as depression and obsessive compulsive disorder. In spite of the promising outcomes, the current clinical hardware used in DBS does not match the technological standards of other medical applications and as a result could possibly lead to side effects such as high energy consumption and others. By implementing more advanced DBS devices, in fact, many of these limitations could be overcome. For example, a higher channels count and smaller electrode sites could allow more focal and tailored stimulation. In addition, new materials, like carbon for example, could be incorporated into the probes to enable adaptive stimulation protocols by biosensing neurotransmitters in the brain. Updating the current clinical DBS technology adequately requires combining the most recent technological advances in the field of neural engineering. Here, a novel hybrid multimodal DBS probe with glassy carbon microelectrodes on a polyimide thin-film device assembled on a silicon rubber tubing is introduced. The glassy carbon interface enables neurotransmitter detection using fast scan cyclic voltammetry and electrophysiological recordings while simultaneously performing electrical stimulation. Additionally, the presented DBS technology shows no imaging artefacts in magnetic resonance imaging. Thus, we present a promising new tool that might lead to a better fundamental understanding of the underlying mechanism of DBS while simultaneously paving our way towards better treatments.	Laboratory for Biomedical Microtechnology, Department of Microsystems Engineering (IMTEK), University of Freiburg, Georges-Kohler-Allee 102, 79110 Freiburg, Germany	10.3390/mi9100510	2018	9	10	-	-	510	-
Zhang, Minhua; Artan, N.; Gu, Huanying; Dong, Ziqian; Burina Ganatra, Lyudmila; Shermon, Suzanna; Rabin, Ely	Gait Study of Parkinson’s Disease Subjects Using Haptic Cues with A Motorized Walker	Sensors	EN	Article	Parkinson’s Diseases; motorized walker; haptic cue; gait pattern; statistics study	Gait abnormalities are one of the distinguishing symptoms of patients with Parkinson’s disease (PD) that contribute to fall risk. Our study compares the gait parameters of people with PD when they walk through a predefined course under different haptic speed cue conditions (1) without assistance, (2) pushing a conventional rolling walker, and (3) holding onto a self-navigating motorized walker under different speed cues. Six people with PD were recruited at the New York Institute of Technology College of Osteopathic Medicine to participate in this study. Spatial posture and gait data of the test subjects were collected via a VICON motion capture system. We developed a framework to process and extract gait features and applied statistical analysis on these features to examine the significance of the findings. The results showed that the motorized walker providing a robust haptic cue significantly improved gait symmetry of PD subjects. Specifically, the asymmetry index of the gait cycle time was reduced from 6.7% when walking without assistance to 0.56% and below when using a walker. Furthermore, the double support time of a gait cycle was reduced by 4.88% compared to walking without assistance.	College of Engineering and Computing Sciences, New York Institute of Technology, New York, NY 10023, USA	10.3390/s18103549	2018	18	10	-	-	3549	-
Mishima, Takayasu; Fujioka, Shinsuke; Fukae, Jiro; Yuasa-Kawada, Junichi; Tsuboi, Yoshio	Modeling Parkinson’s Disease and Atypical Parkinsonian Syndromes Using Induced Pluripotent Stem Cells	International Journal of Molecular Sciences	EN	Review	induced pluripotent stem cells; Parkinson’s disease; atypical parkinsonian syndromes; multiple system atrophy; FTDP-17; Perry syndrome; proteinopathy; CRISPR	Parkinson’s disease (PD) and atypical parkinsonian syndromes are age-dependent multifactorial neurodegenerative diseases, which are clinically characterized by bradykinesia, tremor, muscle rigidity and postural instability. Although these diseases share several common clinical phenotypes, their pathophysiological aspects vary among the disease categories. Extensive animal-based approaches, as well as postmortem studies, have provided important insights into the disease mechanisms and potential therapeutic targets. However, the exact pathological mechanisms triggering such diseases still remain elusive. Furthermore, the effects of drugs observed in animal models are not always reproduced in human clinical trials. By using induced pluripotent stem cell (iPSC) technology, it has become possible to establish patient-specific iPSCs from their somatic cells and to effectively differentiate these iPSCs into different types of neurons, reproducing some key aspects of the disease phenotypes in vitro. In this review, we summarize recent findings from iPSC-based modeling of PD and several atypical parkinsonian syndromes including multiple system atrophy, frontotemporal dementia and parkinsonism linked to chromosome 17 and Perry syndrome. Furthermore, we discuss future challenges and prospects for modeling and understanding PD and atypical parkinsonian syndromes.	Department of Neurology, Fukuoka University, Fukuoka 814-0180, Japan	10.3390/ijms19123870	2018	19	12	-	-	3870	-
Xicoy, Helena; Wieringa, Bé; Martens, Gerard	The Role of Lipids in Parkinson’s Disease	Cells	EN	Review	Parkinson’s disease; fatty acyls; glycerolipids; glycerophospholipids; sphingolipids; sterol lipids; lipoproteins; α-synuclein-mediated pathology; disease-modifying effects; neuroprotection	Parkinson’s disease (PD) is a neurodegenerative disease characterized by a progressive loss of dopaminergic neurons from the nigrostriatal pathway, formation of Lewy bodies, and microgliosis. During the past decades multiple cellular pathways have been associated with PD pathology (i.e., oxidative stress, endosomal-lysosomal dysfunction, endoplasmic reticulum stress, and immune response), yet disease-modifying treatments are not available. We have recently used genetic data from familial and sporadic cases in an unbiased approach to build a molecular landscape for PD, revealing lipids as central players in this disease. Here we extensively review the current knowledge concerning the involvement of various subclasses of fatty acyls, glycerolipids, glycerophospholipids, sphingolipids, sterols, and lipoproteins in PD pathogenesis. Our review corroborates a central role for most lipid classes, but the available information is fragmented, not always reproducible, and sometimes differs by sex, age or PD etiology of the patients. This hinders drawing firm conclusions about causal or associative effects of dietary lipids or defects in specific steps of lipid metabolism in PD. Future technological advances in lipidomics and additional systematic studies on lipid species from PD patient material may improve this situation and lead to a better appreciation of the significance of lipids for this devastating disease.	Department of Cell Biology, Radboud Institute for Molecular Life Sciences (RIMLS), Radboudumc, 6525 GA Nijmegen, The Netherlands	10.3390/cells8010027	2019	8	1	-	-	27	-
Zella, Maria; Metzdorf, Judith; Ostendorf, Friederike; Maass, Fabian; Muhlack, Siegfried; Gold, Ralf; Haghikia, Aiden; Tönges, Lars	Novel Immunotherapeutic Approaches to Target Alpha-Synuclein and Related Neuroinflammation in Parkinson’s Disease	Cells	EN	Review	Parkinson’s disease; neuroinflammation; alpha-Synuclein; immunotherapy	The etiology of Parkinson’s disease (PD) is significantly influenced by disease-causing changes in the protein alpha-Synuclein (aSyn). It can trigger and promote intracellular stress and thereby impair the function of dopaminergic neurons. However, these damage mechanisms do not only extend to neuronal cells, but also affect most glial cell populations, such as astroglia and microglia, but also T lymphocytes, which can no longer maintain the homeostatic CNS milieu because they produce neuroinflammatory responses to aSyn pathology. Through precise neuropathological examination, molecular characterization of biomaterials, and the use of PET technology, it has been clearly demonstrated that neuroinflammation is involved in human PD. In this review, we provide an in-depth overview of the pathomechanisms that aSyn elicits in models of disease and focus on the affected glial cell and lymphocyte populations and their interaction with pathogenic aSyn species. The interplay between aSyn and glial cells is analyzed both in the basic research setting and in the context of human neuropathology. Ultimately, a strong rationale builds up to therapeutically reduce the burden of pathological aSyn in the CNS. The current antibody-based approaches to lower the amount of aSyn and thereby alleviate neuroinflammatory responses is finally discussed as novel therapeutic strategies for PD.	Department of Neurology, St. Josef-Hospital, Ruhr-University Bochum, 44791 Bochum, Germany	10.3390/cells8020105	2019	8	2	-	-	105	-
